name,price,rpm,color,size,
Cooler Master MasterLiquid 360L Core SF6 Chun-Li,,"6,501,750",White / Yellow,360,
Thermaltake Floe Riing RGB 360 TT Premium Edition,150.41,"5,001,400",,360,
Thermaltake TOUGHAIR 710,94.98,"3,001,400",Black,,
Thermaltake Floe DX RGB 240 TT Premium Edition,115.6,"5,001,500",Black / Gray,240,
Deepcool GAMMAXX 400 EX,,"5,001,500",Black,,
Thermalright Assassin King 120,,1500,Black / Silver,,
Thermaltake TH280 V2 Ultra ARGB Sync,159.99,"5,002,000",White,280,
Cooler Master i70,19.98,1800,Black / Silver,,
Iceberg Thermal IceSLEET X5,29.99,"5,001,850",Teal / Silver,,
ID-COOLING SE-224-XT,,"7,001,800",Black,,
Silverstone Krypton KR01,32.99,"8,003,000",Black / Silver,,
ID-COOLING SE-224-XTS,29.99,"6,001,500",Black / Silver,,
Thermaltake CLP0556,18.5,"19,002,300",,,
Thermaltake UX 210 ARGB,49.99,"6,002,000",Black / Silver,,
ID-COOLING SE-224-XT Basic,,"7,001,800",Black / Gray,,
ID-COOLING FROZN A610 ARGB WHITE,49.99,"5,002,000",White,,
Enermax AQUAFUSION ADV 240,69.99,"5,002,000",Black,240,
ARCTIC Freezer A13 X,31,"3,002,000",Black / White,,
ARCTIC Freezer 33,,,,,
Cooler Master Hyper 212 LED Turbo (Red),59.04,"3,001,600",,,
ARCTIC Freezer 34 CO,39.99,"2,001,800",Black / Silver,,
Mars Gaming ML-ONE,,"6,001,800",Pink,120,
Asus ROG STRIX LC 360 RGB,,"8,002,500",Black,360,
Silverstone Krypton KR02,38.99,"8,002,800",Black / Silver,,
Thermalright Frozen Warframe ARGB,,2000,White,240,
Enermax ETS-T50 AXE ARGB,,"5,001,600",Black,,
ARCTIC Alpine M1,,750,,,
Dynatron K129,43.93,,Orange,,
Alphacool Eisbaer LT240,119.9,"5,501,700",Black,240,
Deepcool CASTLE 360EX A-RGB,,"5,001,800",White / Black,360,
Alpenföhn Brocken 4,,"4,001,600",Black,,
Cooler Master MasterAir MA410P,49.99,"6,502,000",,,
Cooler Master Hyper T2,,2800,,,
Silverstone Hydrogon D120 ARGB,105.59,,Black / Silver,,
Fractal Design Celsius+ S24 Prisma PWM ARGB,184.18,"5,002,000",Black,240,
RAIJINTEK AIDOS BLACK,,"10,002,200",,,
GameMax Iceberg 240,,"6,001,800",Black,240,
Deepcool Gammaxx L360 V2,,"5,001,800",Black / White,360,
Corsair H80i,,2700,,120,
Cooler Master V8 GTS,,1600,,,
Phanteks Glacier One 240MP,,"5,002,200",Black / White,240,
Fractal Design Celsius+ S28 Prisma PWM ARGB,,"5,001,700",Black,280,
Enermax LIQMAXFLO SR 360,98.99,"5,001,800",Black,360,
Cooler Master MASTERLIQUID PL240 FLUX,138.04,,White,240,
ARCTIC Freezer 34 eSports,,"2,002,100",White / Black,,
Jonsbo HX6200D,48,"7,001,800",White,,
Enermax LIQMAXFLO 240,72.98,"5,001,800",Black,240,
ADATA XPG LEVANTE 360,159.99,"6,002,000",Black,360,
Fractal Design Celsius+ S28 Dynamic X2 PWM,,"5,001,700",Black,280,
Gigabyte AORUS WATERFORCE X II 240AORUS WATERFORCE X II 240,229.99,"8,002,400",Black,240,
KOLINK Umbra Void,103.28,2200,Black,240,
Asus ROG RYUO 240 RGB,189.98,"8,002,500",Black,240,
darkFlash Darkair,,"8,001,600",Black,,
ID-COOLING ZOOMFLOW X,,"7,001,500",Black,240,
Jonsbo CR-3000 ARGB,49.45,"6,001,500",Black / Silver,,
Asus ROG RYUO 120 RGB,239,"8,002,500",Black,120,
Cooler Master Hyper TX3 EVO,85.72,"8,002,800",,,
Azza Blizzard SP 360,,"7,002,200",Black,360,
ARCTIC Alpine Passive,,,Black,,
ID-COOLING ZOOMFLOW 240 XT SNOW,,"5,001,500",White,240,
Enermax ETS-N30R-HE,26.13,"6,002,800",,,
TEAMGROUP SIREN GD240E,100.98,"6,002,200",White,240,
RAIJINTEK PALLAS 120,29.99,"2,001,400",Black,,
ARCTIC Liquid Freezer 240,,"5,001,350",,240,
ID-COOLING ZOOMFLOW X,,"7,001,500",White,240,
ID-COOLING IS-50X V2,,"5,002,000",Black / Gray,,
ID-COOLING FROSTFLOW X 240 LITE SNOW,,"7,001,800",White,240,
Enermax ETS-F40-FS,39.99,"3,001,200",Black,,
Dynatron R25,37,"10,007,000",,,
Cougar FORZA 85,45.1,"6,002,000",Black,,
Deepcool GAMMAXX AG620 ARGB,,"3,001,850",Black / Silver,,
MSI CORE FROZR L,,"5,001,800",,,
Thermalright AXP-100 Full Copper,,"9,002,500",Orange,,
aigo Shadow Max,,"8,002,500",Black,,
Alphacool Core Ocean T38,73.55,,Black,120,
Enermax LIQMAX III RGB,52.27,"5,001,600",Black,120,
Yeston zeaginal Sakura,99.9,"9,001,800",White,240,
StarTech FAN1156PWM,22.7,"10,003,000",,,
Xilence M906,,"5,001,500",Black,,
ARCTIC Freezer 13 CO,,"6,002,000",,,
ARCTIC Alpine M1 - Passive,,,,,
Fractal Design Celsius+ S24 Dynamic X2 PWM,,"5,002,000",Black,240,
Deepcool GAMMAXX GTE V2,,"5,001,650",Black,,
Scythe Mugen 5 Rev.C,,"3,001,500",Black / Silver,,
Silverstone AR12-TUF,45.99,"3,002,200",Black / Orange,,
Iceberg Thermal IceSLEET X7 Dual,37.99,"5,001,850",Teal / Silver,,
Thermalright Silver Soul 135,,1850,White,,
Deepcool CASTLE 360EX WHITE,,"5,001,800",White / Black,360,
ID-COOLING IS-50X V3,,"5,002,000",Black / Gray,,
ID-COOLING SE-226-XT,,"5,001,500",Black,,
Fractal Design Celsius+ S36 Dynamic X2 PWM,,"5,002,000",Black,360,
MSI MPG CORELIQUID K360 V2,,,Black,360,
Phanteks Glacier One 360MPH,,"5,002,200",Black,360,
ID-COOLING FX240ARGB,,"5,001,800",Black,240,
Cooler Master MasterAir G100M RGB,43.25,"6,002,400",Black / Multicolor,,
Noua Jotun,,1800,Black / Silver,,
Fractal Design Celsius S24 Blackout,,"5,002,000",Black,240,
Alpenföhn Brocken 4 Max,,"4,001,800",Black,,
Azza CUBE 240,79.98,"5,002,000",Black,240,
Deepcool GAMMAXX GT V2,39.99,"5,001,650",Black / Silver,,
ID-COOLING DK-07i RAINBOW,,"5,001,800",Black,,
Cougar FORZA 135,104.99,"5,001,500",Black / Silver,,
NZXT Kraken X42,,"5,001,800",,140,
Deepcool GAMMAXX L120,,"5,001,800",Black,120,
Enermax LIQMAXFLO SR 240,89.99,"5,001,800",Black,240,
Thermalright AXP90-X36,,2700,Black,,
Deepcool AS500,,"5,001,200",Black / Silver,,
Deepcool GAMMAXX L240 A-RGB,,"5,001,800",White,240,
Deepcool Castle 360 RGB V2,,"5,001,800",Black,360,
Noctua NH-U12S TR4-SP3,89.9,"3,001,500",,,
Thermalright Le Grand Macho RT,65.8,"3,001,300",,,
ARCTIC Freezer A35 CO,38.99,"2,001,800",Black / Silver,,
Jonsbo CR-1000 EVO Color White,24.99,"6,001,500",White,,
Thermalright Core Matrix,,2150,White,360,
Thermaltake Water 3.0 240 ARGB Sync,,"5,001,500",Black,240,
ARCTIC Freezer Xtreme Rev.2,,"8,001,500",,,
Deepcool GAMMAXX GT,,"5,001,500",,,
ARCTIC Freezer 33 eSports ONE (Black/Red),,"2,001,800",Black / Red,,
ARCTIC Liquid Freezer II 240 RGB,,"2,001,800",Black,240,
Asus ROG STRIX LC 240 RGB,169.99,"8,002,500",Black,240,
Cooler Master Hyper 212 LED White Edition,64.11,"6,001,600",,,
Cooler Master Hyper T4,,1800,,,
Cooler Master MasterLiquid Pro 280,,"6,502,200",,280,
NZXT Kraken X42 Rev 2,,"5,001,800",,140,
Scythe FUMA Rev.B,,"3,001,400",,,
upHere CCF150CF,,"6,001,800",Black,,
BitFenix Cube ARGB,79.9,2000,White,240,
EVGA CLCx 280,231.9,,Black,280,
ARCTIC Freezer 13,,"6,002,000",,,
Thermaltake Water 3.0 Riing RGB 280,131.8,"3,001,500",Black / Red,280,
ENDORFY Navis F240 ARGB,140.92,"2,501,800",Black,240,
Intel BXRTS2011LC,,2200,,120,
Cooler Master MasterLiquid LC240E RGB,,"6,501,800",Black,240,
MSI MAG CORELIQUID R,,"5,002,000",Black,360,
CRYORIG C7 Cu,83,"6,002,500",White / Orange,,
Cooler Master MasterLiquid 120,,"6,502,000",,120,
ID-COOLING ZOOMFLOW 240,,"9,002,000",Black,240,
Asus TUF Gaming LC 120 ARGB,,"8,002,000",Black,120,
Thermalright Frozen Magic Scenic V2,,2150,White,240,
Thermaltake TOUGHLIQUID ARGB,139.99,"5,002,000",Black,360,
Alphacool Eisbaer Extreme,367.7,1000,Black,280,
Iceberg Thermal IceSLEET X9 Dual TR,42.99,"5,001,850",Teal / Silver,,
Thermalright Core Matrix,,2150,Black,360,
ARCTIC Freezer 50 TR,,"2,001,800",Black,,
Phanteks Glacier One 240MPH,,"5,002,200",White / Black,240,
Thermalright Aqua Elite ARGB,,1550,White,360,
Enermax ETS-F40-FS,39.99,"3,001,200",White,,
Thermaltake TOUGHLIQUID Ultra,193.99,"5,002,000",Black,280,
GAMDIAS CHIONE M2,69.98,"8,001,800",Black,240,
Corsair H110i GT,242.71,2100,,280,
Cooler Master Hyper 212X EU Version,87,"6,001,700",,,
Noctua NH-C14,,"7,501,200",,,
Noctua NH-L9a,,2500,,,
Deepcool GAMMAXX L360 A-RGB,,"5,001,800",White,360,
ID-COOLING IS-30A,,"8,003,600",Black / Silver,,
Cooler Master MasterLiquid ML360 Sub-Zero,,"6,501,900",Black,360,
Jonsbo HX7280,152.99,"7,001,800",Black,,
Thermalright Frozen Vision 240,,"215,021,500",White,240,
Alphacool Eisbaer Aurora 240,153.16,"8,002,000",Black,240,
Thermaltake TOUGHAIR 510,56.31,"5,001,200",Green,,
Jonsbo PISA A5,,"8,001,850",White,,
Thermalright AXP-100,,"9,002,500",,,
Cooler Master Hyper 212X Dual Fan,,2000,,,
Deepcool CAPTAIN 240EX WHITE,,"5,001,800",,240,
Gigabyte AORUS LIQUID COOLER,,2500,Black,240,
Asus ROG RYUJIN II ARGB,,,Black,360,
YEYIAN VATN 120 ARGB,,"8,002,000",Black,120,
Thermalright Macho Rev.B,63.97,"3,001,300",,,
Cougar Forza 50 Essential,,"6,002,000",Black / Silver,,
GAMDIAS BOREAS P1-720,69.98,"8,002,000",Black,,
be quiet! Shadow Rock 2,107,1600,,,
ARCTIC Freezer i35 CO,45.99,"2,001,800",Black / Silver,,
Enermax LIQMAXFLO 420,129.99,"5,001,700",Black,420,
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,,"5,002,000",Black,360,
YEYIAN VATN ARGB 240,,"8,002,000",Black,240,
ID-COOLING ZOOMFLOW 360 XT SNOW,,"5,001,500",White,360,
Gelid Solutions Slim Silence AM1,,"12,002,600",,,
Intel BXTS13X,,"8,002,200",,120,
Cooler Master MasterLiquid ML120L RGB,,"6,502,000",,120,
Aerocool P7-L240,,"6,001,800",Black,240,
Cooler Master MasterLiquid ML240P Mirage,,2000,Black,240,
Deepcool CASTLE 280EX,,"4,001,600",Black,280,
Gigabyte AORUS WATERFORCE II 240,,"8,002,300",Black,240,
CRYORIG M9 Plus,64.23,"6,002,200",Black / Silver,,
Alpenföhn Dolomit,,"5,002,200",Black,,
EVGA CLC 120 CL11,,1800,,120,
SilentiumPC Fera 3 HE1224,,"5,001,600",Black / Silver,,
Asus TUF Gaming LC 240 RGB,,"8,002,000",Black,240,
ID-COOLING FX360 ARGB,,"5,001,800",Black,360,
ID-COOLING SE-224-XTS ARGB,,"6,001,500",White,,
EK AIO Elite 280 D-RGB,114.13,"5,502,200",Black,280,
Mars Gaming ML-ONE,,"6,001,800",White,120,
ARCTIC Freezer A35 RGB,37.38,"2,001,700",Black,,
Jonsbo CR-1000,,"7,001,800",White,,
Thermalright Assassin X 90 SE,,2400,Black / Silver,,
Silverstone IceMyst 280,122.99,"4,001,750",Silver / Black,280,
ARCTIC Liquid Freezer II 240 RGB,117.54,"2,001,800",Black / Gray,240,
ENDORFY Navis F280,,"2,501,800",Black,280,
Noctua NH-D14 SE2011,,"9,001,300",,,
Corsair H90,,1500,,140,
Deepcool GAMMAXX 400 V2,,"5,001,650",Black / Red,,
Cougar Forza 50,,"6,002,000",Black,,
Zalman CNPS4X,,"8,002,000",Black,,
Geometric Future Eskimo Junior 36,119.9,2000,Black,360,
YEYIAN VATN ARGB 360,109.99,"8,002,000",Black,360,
ARCTIC Freezer 34 eSports DUO,58.74,"2,002,100",Yellow / Black,,
Valkyrie VIND SL125,,"8,002,150",White / Blue,,
ARCTIC Freezer 50 (w/Controller),75.23,"2,001,800",Black,,
Enermax LIQTECH TR4 II 360,177.5,"5,002,300",Black,360,
NZXT Kraken X31,,"8,002,000",,120,
NZXT Kraken X52 Rev 2,,"5,002,000",,240,
ID-COOLING FROSTFLOW+ 240 SNOW,,"7,001,500",White,240,
Deepcool Gamerstorm Captain 240 PRO,,"5,001,800",Black,240,
Deepcool GAMMAXX L240,,"5,001,800",Black,240,
Thermaltake Floe Riing RGB 280 TT Premium Edition,59.99,"5,001,400",,280,
RAIJINTEK LETO PRO RGB,29.99,"8,001,800",Black / Silver,,
Enermax LIQMAXFLO SR 120,79.98,"5,001,800",Black,120,
Mars Gaming MCPU-XTW,,"8,001,600",White,,
Silverstone IceMyst 240,109.99,"5,002,200",Silver / Black,240,
Iceberg Thermal IceSLEET G4 OC,24.99,"6,001,400",Black / Teal,,
Silverstone PF240-ARGB,,"6,002,200",Black,240,
Silverstone HE02-V2,,,Silver,,
Deepcool GAMERSTORM CAPTAIN 240X,,"5,001,800",Black,240,
Deepcool CASTLE 120R,,"5,001,800",Black,120,
ARCTIC Liquid Freezer II 420 RGB,,"2,001,900",Black,420,
GAMDIAS CHIONE P3-240U,,"8,002,000",Black,240,
Asus ROG STRIX LC 360 RGB GUNDAM,,"8,002,500",White,360,
Enermax AQUAFUSION ADV 120,51.14,"5,002,000",Black,120,
Alphacool Eisbaer Pro Aurora,208.71,,Black,280,
Akasa Vegas Chroma AM,,"5,001,800",Black,,
Valkyrie SYN,,"8,002,150",Black / Red,360,
Thermaltake TOUGHAIR 510,59.99,"5,001,200",Teal,,
Dynatron T318,47.93,,,,
Deepcool GAMMAXX 400 XT,,"5,001,500",White,,
Zalman CNPS10X Performa,,"7,001,500",White,,
Noctua NH-U12P SE2,,"9,001,300",,,
Cooler Master Seidon 120V,,2400,,120,
CRYORIG M9i,,"6,002,200",,,
Deepcool GAMMAXX GTE,,"5,001,500",Black / Silver,,
ADATA XPG LEVANTE 240,109.99,"6,002,000",Black,240,
Azza Blizzard SP 240,,"7,002,200",Black,240,
ID-COOLING FROSTFLOW X LITE,,"7,001,800",Black,120,
ID-COOLING SPACE LCD,,"5,001,800",Black,360,
Thermaltake TH360 V2 Ultra EX ARGB Sync,,,Black,360,
Alphacool Eisbaer LT360,149.91,"5,501,700",Black,360,
Silverstone Hydrogon D120 ARGB,,,White / Silver,,
Silverstone PF360-ARGB,,"6,002,200",Black,360,
Thermaltake TOUGHLIQUID 240 EX Pro ARGB Sync,,"5,002,000",Black,240,
Thermaltake TOUGHLIQUID ARGB,124.98,"5,002,000",Teal,240,
ID-COOLING SE-214-XT-D,,"7,001,800",Gray / Black,,
be quiet! Silent Loop 360,,2000,,360,
Deepcool GAMMAXX C40,,"5,002,000",Black / Silver,,
PC Cooler GI-D66A,,"10,002,000",Black,,
ID-COOLING AURAFLOW X 240 EVO,,"7,001,800",Black,240,
ID-COOLING IS-40X V3,,"8,002,800",Black,,
Lian Li Galahad AIO240 (2022),194.04,"8,001,900",White / Silver,240,
Cooler Master MasterAir MA610P,,1800,Black,,
Azza CUBE 360,99.99,"5,002,000",Black,360,
Evercool LGAL1156A-B715,,"10,005,500",,,
Silverstone VIDA 120 SLIM,110.71,"3,001,800",Black,120,
GAMDIAS CHIONE P2,104.98,"8,001,800",Black,360,
ID-COOLING IS-60 EVO ARGB,,"5,002,000",Black / Silver,,
SilentiumPC Fortis 5,,"3,001,400",Black / Silver,,
Cooler Master Hyper TX3,,"8,002,800",,,
CRYORIG H5 Universal,,"7,001,300",,,
be quiet! Dark Rock TF,,1400,,,
Cooler Master MasterAir Maker 8,,"6,001,800",,,
Cooler Master Hyper H410R,,"6,002,000",Black / Red,,
ID-COOLING SE-224-XT,,"7,001,800",White,,
Scythe Mugen 5 Black Edition,,"3,001,500",Black,,
Thermalright Core Matrix,,2150,Black,240,
Thermaltake TOUGHLIQUID 420 EX Pro ARGB Sync,,"5,002,000",Black,420,
Akasa K32,,"6,003,000",,,
ARCTIC Freezer 50,64.44,"2,001,800",Black,,
Antec KUHLER Box,,,,,
EVGA CLC 120,,"5,002,400",,120,
Enermax Liqfusion 240,81.99,"5,002,000",Black,240,
ID-COOLING AURAFLOW X,,"7,001,800",Black,360,
Deepcool CASTLE 240EX WHITE,,"5,001,800",White / Black,240,
Alpenföhn Glacier Water 360 High Speed,,"5,002,200",Black,360,
ID-COOLING DK-03 RAINBOW,,"5,001,800",,,
ID-COOLING PINKFLOW 240 DIAMOND PURPLE,,"9,002,000",Pink / Purple,240,
Cooler Master Hyper T200,,"8,002,200",,,
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,25.99,"6,001,400",Black,,
Xigmatek GAIA SD1283,30,"8,001,500",,,
Thermaltake Floe DX RGB 360 TT Premium Edition,,"5,001,500",Black / Gray,360,
GAMDIAS CHIONE M3,84.99,"8,002,000",White,240,
Jonsbo CR-1400 EVO ARGB White,,"8,002,200",White,,
Intel BXTS13A,,,,,
ID-COOLING SE-207-XT BLACK,,"7,001,800",,,
Titan TTC-NC95TZ(RB),,"1,501,500",,,
Cooler Master Hyper 103,,"8,002,200",,,
SilentiumPC Fortis 3 HE1425,,"5,001,400",,,
ARCTIC Freezer 33 eSports ONE (Black/White),,"2,001,800",Black / White,,
ID-COOLING FROSTFLOW+ 120,,"7,001,800",Black / White,120,
Vetroo darkstorm M2,,1600,Black,,
ID-COOLING AURAFLOW X,,"7,001,800",White,360,
Silverstone NT07-115X,29.99,"15,003,600",Silver / Black,,
Alpenföhn Glacier Water High Speed 360,278.48,"5,002,200",White,360,
RAIJINTEK LETO RGB,28.22,"8,001,800",Black / Silver,,
Corsair H110i GTX,212.81,2000,,280,
be quiet! Shadow Rock Slim,,"4,001,400",,,
Cooler Master MasterLiquid Pro 140,,"6,502,000",,140,
Iceberg Thermal IceFLOE T65,,"10,003,000",Silver / Teal,,
Corsair H80,,"13,002,500",,120,
SilentiumPC Spartan 3 LT HE1012,,"8,002,000",Black / Silver,,
Deepcool CASTLE 240EX,,"5,001,800",Black,240,
Deepcool GAMMAXX 400S,,1300,Black / Silver,,
Cooler Master MasterLiquid ML240 Mirror,,"6,501,800",Black,240,
Phanteks Glacier One 280MP,,"5,002,000",Black / White,280,
ARCTIC Liquid Freezer II 360 RGB,,"2,001,800",Black / Gray,360,
ARCTIC Liquid Freezer II 280 RGB,,"2,001,900",Black,280,
ID-COOLING SE-903-XT,,"5,002,200",,,
ID-COOLING SE-903-SD,,2000,,,
MSI MAG CORELIQUID B,,"5,002,000",Black,240,
Jonsbo CR-1000 GT,,"7,001,800",Black,,
ID-COOLING IS-67-XT,,"5,002,200",White,,
Alphacool Eisbaer Aurora 280,181.16,"6,001,500",Black,280,
ARCTIC Freezer 11 LP,37.9,"9,002,000",,,
Zalman CNPS9500 AT,29.99,"13,002,650",,,
ARCTIC Alpine AM4 CO,24.99,"1,002,700",Black,,
Thermaltake CLP0556-B,19.98,"19,002,300",,,
ID-COOLING SE-224-XT ARGB V3,,"5,001,500",,,
Thermaltake TOUGHAIR 710,79.19,"3,001,400",Gray,,
Thermalright Frozen Magic ARGB,,1500,White,360,
Corsair H110,248.28,1500,,280,
SilentiumPC Fortis 5 ARGB,,"3,001,400",Black / Silver,,
Enermax ETS-T50 AXE (Black),,"8,001,800",,,
Alpenföhn Brocken 3,,"4,001,050",Black,,
ID-COOLING IS-47K,,"6,002,500",Silver / Black,,
Phanteks Glacier One 360MP,,"5,002,200",Black / White,360,
Deepcool CASTLE 360EX RGB,,"5,001,800",Black,360,
Asus ROG STRIX LC II ARGB,,"8,002,500",Black,120,
Thermalright Ultra120EX REV.4,,2150,Black,,
Alpenföhn Glacier Water High Speed 240,191.81,"5,002,200",White,240,
Silverstone AR06,43.99,2500,,,
Noua Blizzard,,2200,Silver / Black,,
Thermaltake Floe Riing RGB 240 TT Premium Edition,114.5,"5,001,400",,240,
Iceberg Thermal IceSLEET X6,31.99,"5,001,850",Teal / Silver,,
Thermaltake TOUGHLIQUID 360 EX Pro ARGB Sync,,"5,002,000",Black,280,
NZXT Kraken X40,,"8,002,000",,140,
Cooler Master Seidon 120M,,"6,002,400",,120,
CRYORIG R1 Ultimate,,"7,001,300",,,
EVGA ACX,,2800,,,
CRYORIG H5 Ultimate,,"7,001,300",,,
Deepcool Castle 360 RGB,,"5,001,800",Black,360,
ID-COOLING FROSTFLOW 240 XT SNOW,,"7,001,800",White,240,
Jonsbo CR-1000 EVO Standard,,"6,001,500",Black,,
Jonsbo HP400S,,"9,002,800",Blue / Silver,,
ID-COOLING SE-206-XT,,"7,001,800",Black,,
Thermaltake Riing Silent 12 RGB Sync Edition,65.02,"3,001,500",Black,,
Thermaltake Riing Silent 12 Red,38.69,"3,001,400",,,
Cooler Master DK9-7G52A-0L-GP,31.98,4500,,,
Thermaltake Floe Riing RGB 360 TR4 Edition,160.41,"10,002,000",Black,360,
Alphacool Eisbaer Pro Aurora,192.75,,Black,240,
Cooler Master MasterLiquid PL360 FLUX 30TH Anniversary Edition,,,Black,360,
Titan DC-155A915Z/RPW,,"10,002,600",,,
Corsair H75,,2000,,120,
Antec KUHLER H2O 620,,"14,502,000",,120,
Thermaltake Water 3.0 Riing RGB 240,,"8,001,500",,240,
Cooler Master Hyper 212 LED Turbo (Black),,"6,001,600",,,
Antec C400,,"8,001,900",,,
ID-COOLING FROSTFLOW 240 XT,,"7,001,800",Black,240,
MSI MAG CORELIQUID C240 EVA e-PROJECT,,"5,002,000",Black,240,
MSI MAG CORELIQUID B,,"5,002,000",Black,120,
ID-COOLING SE-214-XT-RN,,"6,002,200",Black / Red,,
Alphacool Eisbaer 280,147.95,1100,Black / Blue,280,
Geometric Future Eskimo Junior 24,79.9,2000,Black,240,
Cooler Master MasterAir MA620P,111.5,"6,001,800",Black / Silver,,
ENDORFY Navis F280 ARGB,164.91,"2,501,800",Black,280,
Silverstone AR08,39.99,"15,002,800",Blue / Silver,,
Scythe Choten TUF Gaming Alliance,,"3,001,200",Black / Yellow,,
Jonsbo HX6250,,"4,001,800",Black,,
Thermaltake CL-P0187,57.49,4800,,,
Cougar Helor 240,124,"6,001,800",Black,240,
Tempest Subzero RGB,,"8,001,650",Black / Silver,,
GAMDIAS BOREAS M1,36.99,"8,002,600",Black / Silver,,
Deepcool GAMMAXX 400 White,,"9,001,500",White,,
MSI MAG CORELIQUID E360 MONSTER HUNTER EDITION,,,Black,360,
Deepcool CAPTAIN360EX,,"5,001,800",,360,
Cooler Master MasterLiquid ML360 RGB TR4 Edition,,"6,502,000",Black,360,
CRYORIG C7G,,"6,002,500",Black / Silver,,
Asus ROG Strix LC 240,,"8,002,500",Black,240,
Asus ROG Strix LC 120,,"8,002,500",Black,120,
ARCTIC Freezer i13 X CO,,"3,002,000",Black / White,,
ID-COOLING SE-214-XT BASIC,,"7,001,800",Gray / Silver,,
ID-COOLING SE-214-XT PRO,,"6,001,500",Black / Silver,,
Thermalright Frozen Warframe,,2000,Black,360,
SilenX EFZ-92HA2,21.25,2400,,,
Silverstone PF120-ARGB,,"6,002,200",Black,120,
ID-COOLING IS-30,,"8,003,600",,,
Scythe Mugen 5 S,,"3,501,800",Black / Silver,,
MSI MAG CORELIQUID P280,,"5,001,800",Black,280,
Thermaltake TOUGHLIQUID ARGB,,"5,002,000",Black,240,
Cooler Master V8,,"8,001,800",,,
Zalman CNPS10X OPTIMA,,"10,001,700",,,
Cooler Master Hyper 612 Ver.2,,"8,001,300",,,
ARCTIC Alpine 11 GT Rev 2,,2000,,,
Deepcool Maelstrom 120T,,"6,001,800",,120,
Scythe Mugen 5,,"3,001,200",,,
Alpenföhn Brocken ECO,,"5,001,500",,,
ID-COOLING FROSTFLOW+ 240,,"7,001,800",Black / White,240,
Deepcool Castle 240 RGB,,"5,001,800",Black,240,
Deepcool GAMMAXX 400R,,"9,001,500",Red / Silver,,
Asus ROG Strix LC 360,,"8,002,500",Black,360,
darkFlash Shadow PWM,,"8,002,500",Black,,
GAMDIAS CHIONE M2,,1800,Black,240,
ID-COOLING SE-214-XT RING,,"9,002,000",White / Black,,
Alphacool Eisbaer 240,147.22,"5,501,700",Black,240,
In Win SR24 PRO,64.98,"5,002,500",Black,240,
Scythe KOTETSU Mark II TUF,68.62,"3,001,200",Black / Yellow,,
Silverstone IceGem 240P,185.84,"6,002,200",Black,240,
Silverstone IceGem 360,261.63,"6,002,200",Black,360,
Jonsbo CR-1000 EVO Color Black,,"6,001,500",Black,,
ID-COOLING IS-47-XT,,"8,002,800",White,,
Gelid Solutions Glacier,,"5,001,600",Black,,
Scythe Kotetsu Mark II,88.8,"3,001,200",,,
Thermaltake Floe DX RGB 280 TT Premium Edition,146.6,"5,001,400",Black / Gray,280,
Valkyrie DRAGONFANG,,"8,002,150",Black,360,
Thermaltake Floe DX RGB TT Premium Edition B,115.6,"5,001,500",Black,240,
Thermaltake Water 3.0 Performer,,"10,002,000",,120,
Deepcool GAMMAXX 200,,"9,002,200",,,
Cooler Master Nepton 240M,,2400,,240,
NoFan CR-80EH,,,,,
Reeven Vanxie,,"8,003,300",,,
MSI Core Frozr XL,,"5,001,800",Black / Red,,
ARCTIC Freezer 34 eSports DUO,,"2,002,100",Green / Black,,
Scythe Katana 5,,"3,002,300",Black / Silver,,
ID-COOLING SE-234-ARGB,,"9,002,000",Black,,
Thermalright Assassin King 120,,1500,Black / Silver,,
ID-COOLING IS-27i,,"8,002,700",,,
ID-COOLING DK-07A RAINBOW,,"5,001,800",Black,,
ID-COOLING SPACE LCD,,"5,001,800",White,240,
ID-COOLING SE-903-SD V3,,2000,Black / Silver,,
Thermaltake TOUGHLIQUID Ultra RGB,229.99,"5,002,000",Black,280,
Silverstone NT07-AM2,21.42,"15,002,500",,,
Zalman CNPS16X,29.99,"8,001,500",White,,
Cooler Master Hyper 212 Plus,79,"6,002,000",,,
RAIJINTEK Orcus 140 RGW,,"4,001,800",Black,140,
Noua Alaska,,"8,003,000",Black,,
Silverstone AR05,41.99,2500,,,
GameMax Ice Chill 120,,"8,001,900",Black,120,
Thermaltake TOUGHLIQUID ARGB,143,"5,002,000",Black,280,
Cougar Helor 360,,"6,001,800",Black,360,
Thermaltake A1964,,5500,,,
Zalman CNPS5X Performa,,"14,002,800",,,
Corsair H50,,1700,,120,
be quiet! Dark Rock Pro 2,,"15,001,700",,,
RAIJINTEK THEMIS,,"10,001,500",,,
Deepcool GAMMAXX 300 R,,"9,001,600",,,
Gigabyte AORUS ATC700,,"5,001,700",Black / Orange,,
ARCTIC Alpine 12 Passive,,,Black,,
upHere C92,,"8,001,800",Black / Red,,
SilentiumPC Fortis 5 Dual Fan,,"3,001,400",Black / Silver,,
Jonsbo HX6200D,,"7,001,800",Black,,
ID-COOLING SPACE LCD,,"5,001,800",White,360,
ID-COOLING SE-902X-B,,"6,002,200",Black / Blue,,
Valkyrie DRAGONFANG,,"8,002,150",White,360,
Gelid Solutions Glacier,29.99,"5,001,600",White,,
TEAMGROUP SIREN GD240E,105.99,"6,002,200",Black,240,
Thermalright TRUE Spirit 140 Direct,,"3,001,300",,,
