name,price,memory,core_clock,color
EVGA 01G-P3-2616-KR,,1,,Black
Sapphire Vapor-X,,1,1100,Black / Silver
Gigabyte GV-N630-2GI,,2,810,Black / Blue
PNY VCGGT620XPB,,1,700,Black / Red
MSI N610GT-MD1GD3/LP,,1,810,Black
Gigabyte GV-N630-1GI,,1,810,Black / Blue
MSI LIGHTNING,,2,1110,Black / Yellow
XFX FX797GTDFC,,3,1050,Black / Silver
Gigabyte GV-N66TWF2-2GD,,2,941,Black / Blue
EVGA 02G-P3-2629-KR,,2,700,Black / Green
Galaxy 66NPH7DN6ZVZ,,2,1006,Black / Silver
Gigabyte GV-N650OC-1GI,,1,1100,Black / Blue
MSI N660-2GD5/OC,,2,1006,Black / Blue
Asus GTX680-DC2-4GD5,,4,1006,Black / Red
Sapphire 11199-20-20G,,2,925,Black / Silver
EVGA 02G-P4-3657-KR BOOST,,2,980,Black
Asus HD6570-2GD3-L,,2,650,
EVGA 03G-P4-2667-KR,,3,1072,Black / Silver
MSI R7850-2GD5/OC,,2,900,Black / Blue
Sapphire 21207-00-50G,,6,950,Black / Red
Sapphire 11200-16-20G,,1,860,Black / Green
EVGA 02G-P4-2762-KR,,2,1072,Black / Silver
EVGA Dual Superclocked ACX,,2,1111,Black / Gold
EVGA Dual FTW ACX,,4,1085,Black / Gold
MSI N760,,2,1111,Black / Yellow
Asus HD7790-DC2OC-2GD5,,2,1075,Black / Red
Palit Super JetStream,,3,980,Black / Gold
Sapphire Dual-X,,2,1000,Black / Silver
HIS IceQ X²,,2,1000,Black / Silver
HIS IceQ X²,,3,1000,Black / Silver
PowerColor AXR7 240 2GBD3-HE/OC,,2,750,Black / Red
PNY VCGGTX7602XPB-OC,,2,1111,Black / Gold
Sapphire 100362SR,,4,947,Black / Red
Sapphire Dual-X,,4,1020,Black / Gray
Gigabyte GV-R724OC-2GI,,2,900,Black / Silver
Gigabyte WINDFORCE,,3,1080,Black / Silver
Sapphire Vapor-X,,2,1050,Black / Blue
Zotac ZT-70701-10M,,1,1033,Black / Orange
PNY Enthusiast Edition,,2,1202,Black
PowerColor AXR7 250X 1GBD5-HE,,1,1000,Black / Red
EVGA ACX,,1,1229,Black
Gigabyte WINDFORCE,,2,1215,Black / Blue
Gigabyte GV-R929XD5-4GD-B,,4,1000,Black / Red
Sapphire Vapor-X,,4,1030,Black / Blue
Asus Platinum,,3,1006,Black / Red
Gigabyte GV-N75TWF2BK-2GI,,2,1163,Black / Silver
EVGA 12G-P4-3990-KR,,12,705,Black / Silver
MSI TWIN FROZR,,2,1059,Black / Red
Asus MATRIX,,4,1050,Black / Red
Zotac ZT-71101-10L,,2,902,Black / Orange
Zotac ZT-71102-10L,,1,902,Black / Orange
PNY VCGGT7201D3LXPB,,1,797,Black
Sapphire ITX Compact,,2,928,Black / Silver
EVGA ACX,,4,1050,Black
Sapphire Vapor-X,,8,1030,Black / Blue
Palit JetStream,,4,1152,Black / Gold
AMD FirePro W7000,,4,950,Black / Red
ATI FirePro W8100,,8,824,Black / Red
HP Firepro V3900,159.99,1,650,Black / Red
Palit StormX,,2,1202,Black / Gold
GALAX HOF,,4,1304,White / Gray
Gainward Phantom,,4,1203,Black / Silver
EVGA Dual ACX,,4,980,Black / Silver
HP C2J92AA,,1,876,Black / Green
Asus GT740-OC-2GD5,,2,1033,Black
Sapphire Tri-X,,4,1000,Black / Orange
Zogis Superclock,,4,1152,Black / Yellow
EVGA Superclocked,,2,1215,Black
EVGA 01G-P3-N959,,1,550,Black / Green
Gigabyte GV-NTITANXD5-12GD-B,,12,1000,Black / Silver
Gigabyte GV-N740D5OC-2GI REV2,,2,1072,Black / Blue
Asus 20th Anniversary Gold Edition,,4,1317,Black / Gold
EVGA ACX 2.0+,,6,1000,Black / Silver
MSI GAMING,,2,1000,Black / Red
Asus STRIX-R9380-DC2OC-2GD5-GAMING,,2,990,Black / Red
Sapphire Dual-X,,2,985,Black / Purple
Zotac AMP Omega,,6,1178,Blue / Silver
Gigabyte GV-R939XWF2-8GD,,8,1050,Black
MSI GAMING LE 100ME,,4,1076,Black / Green
MSI GAMING LE,,8,1050,Black / Red
MSI GTX 950 2GD5T OC,,2,1076,Black / White
Zotac ZT-90601-10L,,2,1089,Black
Asus STRIX-GTX960-DCOC-4GD5,,2,1228,Black / Red
XFX DD,,2,990,Black / Silver
Asus POSEIDON-GTX980TI-P-6GD5,,6,1114,Black / Red
Asus R9NANO-4GB,,4,1000,Black / Red
EVGA FTW ACX 2.0+,,4,1304,Black / Silver
MSI R9 380 4GD5T OC,,4,980,Black / White
XFX R9-390P-8BD6,,8,1000,Black / Red
Asus STRIX-R9380X-4G-GAMING,,4,970,Black / Red
XFX DD XXX OC,,4,990,Black / Silver
Gigabyte XTREME,,4,1241,Black / Silver
EVGA ACX 2.0+,,6,1000,Black / Gold
EVGA VR EDITION ACX 2.0+,,6,1000,Black / Gold
PNY VCGGT7102XPB,,2,954,Black
XFX R9-390X-8VR6,,8,1050,Black / Red
EVGA CLASSIFIED GAMING ACX 2.0+,,6,1000,Black / Silver
GALAX EX OC White,,2,1203,White
Asus MINI-GTX950-2G,,2,1026,Red / Black
Gigabyte Founders Edition,,8,1607,Black / Silver
Inno3D iChill X3,,8,1759,Black / Gray
PNY Founders Edition,,8,1506,Black / Silver
Gigabyte XTREME,,8,1759,Black / Orange
Gigabyte XTREME,,8,1784,Black / White
GALAX EX OC SNPR,,8,1657,White
EVGA SSC GAMING,,3,1607,Black
Gainward Phoenix GLH,,8,1746,Black / Red
KFA2 OC,,2,1366,Black
Inno3D Compact,,2,1354,Black / White
VisionTek 900905,,4,926,Black / Red
XFX RX-460P4TFG5,,4,1090,Black / Red
Gainward Founders Edition,,11,1480,Black / Silver
PNY VCQP6000SYNC-PB,,24,1417,Black / Green
MSI GAMING,,8,1257,Black / Red
XFX RX-550P2TFG5,,2,1100,Black / Red
Sapphire PULSE,,2,1175,Black / Red
MSI GT 1030 2GH OC,,2,1265,Black
EVGA FTW+ DT GAMING,,6,1506,Black
Sapphire 11257-10-20G,,2,1090,Black
Gigabyte GAMING,,4,1175,Black / Orange
PowerColor Red Dragon OC,,2,1175,Black
Zotac ZT-P10500E-10L,,2,1354,Black
KFA2 EX,,11,1531,Black
MSI DUKE OC,,8,1607,Black / Silver
GALAX 60NNH7DSL9C3,,3,1518,Silver / Blue
GALAX EX OC,,11,1531,Black
GALAX 30NPH4HVQ4ST,,2,1227,Black / Blue
Sapphire NITRO+,,8,1305,Black / Silver
Colorful iGame GTX1080Ti Vulcan X OC,,11,1480,Black
ASRock Phantom Gaming,,8,1247,Black / Red
EVGA 01G-P3-3711-KR,,1,945,
MSI GAMING,,2,1354,Red / Black
Gainward Phoenix GS,,11,1350,Black / Silver
Palit Dual,,11,1350,Black / Gold
Inno3D Twin X2,,11,1350,Black / Yellow
Inno3D Twin X2,,8,1515,Black / Yellow
Asus DUAL,,11,1350,Black / White
Gigabyte XTREME,,8,1620,Black / Silver
Zotac AMP Extreme,,8,1515,Black
Asus AREZ STRIX OC,,8,1257,Black
Zotac AMP MAXX,,8,1350,Black
Palit GamingPro,,6,1365,Black
MSI AERO ITX OC,,6,1365,Black / White
ASRock Phantom Gaming X,,16,1400,Silver
EVGA XC HYBRID GAMING,,8,1515,Black / Clear
GALAX EX,,6,1500,Black
Sapphire PULSE UEFI,,4,1168,Black
KFA2 OC,,8,1515,Black
MSI DUKE OC,,8,1410,Black / Silver
EVGA XC ULTRA BLACK GAMING,,4,1485,Black
KFA2 EX,,4,1485,Black
Gainward Pegasus OC,,4,1485,Black
XFX RX-57XT8MFDR,,8,1605,Silver
MSI ARMOR,,8,1470,Black / White
Inno3D iChill X4,,8,1607,Black
Gigabyte GV-R57-8GD-B,,8,1465,Silver
KFA2 EX,,8,1410,Black
Sapphire 21294-01-20G,,8,1465,Silver
HIS HS-57XR8SSBR,,8,1605,
Gigabyte GV-N1050OC-3GL,,3,1404,Black
MSI VENTUS GP,,11,1350,Silver / Black
MSI GeForce RTX 2080 Ti VENTUS 11G OCV1,,11,1350,Silver / Black
Asus DUAL EVO,,8,1515,Black
VisionTek OC Limited Edition,,8,1469,Black / Red
Inno3D iChill Black,,8,1650,Gray / Black
MSI GAMING,,6,1185,Black / Silver
XFX THICC II Pro,,6,1247,Black
Inno3D N105T2-1SDV-M5CM,,4,1290,Black / Red
MSI AERO,,11,1350,Black
Palit GameRock,,8,1605,Silver / Black
Gigabyte GAMING MI,,8,1244,Black / Orange
Gigabyte GAMING MI,,4,1340,Black / Orange
PowerColor ITX 2DH,,8,1465,Black
GALAX EX White,,8,1500,White / Black
Palit GamingPro,,8,1410,Black / Silver
KFA2 (1-Click OC),,8,1410,Black
KFA2 OC,,3,1518,White / Silver
KFA2 SG (1-Click OC),,8,1575,Black
GALAX EXG White (1-Click OC),,8,1575,White
Colorful NB-V,,12,1365,Black / Red
Inno3D iChill X3,,12,1365,Black / Silver
Inno3D X3,,12,1365,Black
PNY XLR8 Gaming UPRISING EPIC-X RGB,,8,1575,Black / Silver
MSI GAMING TRIO PLUS,,8,1500,Black
Inno3D iChill X3,,8,1500,Black
KFA2 (1-Click OC),,8,1500,Black
Gainward Phoenix,,12,1260,Silver / Black
Zotac GAMING AMP Extreme Holo,,12,1260,Black
Gainward Pegasus OC,,8,1550,Black
PNY UPRISING,,8,1552,Black
Sapphire 11304-05-10G,,8,1626,Black / Red
Asus STRIX LC GAMING,,24,1560,Silver / Black
Sapphire TOXIC Limited Edition,,16,1825,Black
MSI GAMING TRIO,,16,1890,Silver / Black
Gainward Ghost,,4,1740,Black
GALAX EX (1-Click OC),,4,1740,Black
AMD 100-435415,,16,1890,Black / Gray
XFX Double Dissipation,,8,1465,Black
XFX Raw II Ultra,,8,1605,Black
Asus DUAL OC,,4,1740,Black / Silver
PNY UPRISING,,8,1575,Black
Gigabyte GV-N206SGAMING-8GD,,8,1470,Black
Gigabyte GAMING PRO,,8,1410,Black
MSI GAMING TRIO,,16,1700,Black / Silver
PowerColor AXRX 5500XT 8GBD6-DH/OC,,8,1647,Black
Inno3D AX Gaming X3W,,12,2310,White / Blue
MSI GAMING TRIO,,8,2310,Black
Colorful NB EX-V,,16,2205,Black / Red
Gainward Ghost OC,,8,1830,Black
MSI VENTUS 3X E,,12,2310,Silver / Black
Biostar VA69T6AMP2,,16,1825,Black
Lenovo 4X61K53577,,24,1080,Black
Gainward Phantom GS,,24,1560,Black
Asus Dual V3,,8,1626,Black
Palit GameRock Premium,,12,2310,Silver
ATI 100-505553,129.99,0.5,,Black / Red
HP J3G92AT,168.96,4,930,Black / Red
KFA2 SG,,8,1500,Black
Asus Turbo,,10,1440,Black / Silver
Asus DUAL OC,,20,2000,Black
Gigabyte GV-N470D5-13I-B,,1.25,607,Black / Silver
Gigabyte GV-N470SO-13I,,1.25,700,
EVGA 01G-P1-N948-LR,,1,,
Asus EAH5850 DIRECTCU/2DIS/1GD5,,1,725,Black / Red
Sapphire 100252HDMI,,0.5,600,Black / Blue
XFX HD-485X-ZNFC,,1,625,Black
XFX PVT98GYAF3,,0.5,550,Black
Sapphire 100284VXL,,1,710,Black / Blue
Asus ENGTS250 DK/DI/1G,,1,,Blue / Silver
XFX HD-435X-ZAH2,,1,600,Black
Zotac ZT-40102-10P,,1.5,756,Black / Orange
Zotac ZT-40201-10P,,1.25,607,Black
Zotac ZT-40202-10P,,1.25,656,Black / Orange
Zotac ZT-40401-10P,,0.75,675,Black / Orange
Zotac ZT-40402-10P,,1,675,Black / Orange
MSI N470GTX-M2D12-B,,1.25,607,Black / Silver
Asus EAH6950/2DI2S/2GD5,,2,810,Black / Red
Asus EAH6970/2DI2S/2GD5,,2,890,
Sapphire 100314SR,,1,900,Black / Red
XFX HD-687A-ZNFC,,1,900,Black / Red
VisionTek 900339,,1,775,Black / Red
XFX HD-685X-ZNFC,,1,775,Black / Silver
XFX HD-577X-ZNFC,,1,850,Black / Red
XFX HD-435X-UAH2,,0.25,600,Black
Gigabyte GV-R545SC-1GI,,1,650,Black / Blue
Diamond 5870PE51G,,1,850,Black / Red
Diamond 5870PE52G,,2,850,Black / Red
Asus ENGTX460 SE DC/2DI/1GD5,,1,660,Black / Green
Gigabyte GV-N480SO-15I,,1.5,820,
MSI TWIN FROZR II,,1.25,607,Black / Silver
Asus ENGT440/DI/1GD5,,1,822,Black / Red
ECS N8400GSC-1GQS-F,,1,520,
EVGA 012-P3-1571-KR,,1.25,732,Black / Red
EVGA 128-P2-N428-LR,,0.5,450,Black / Green
MSI R5450-MD1GD3H/LP,,1,,Black / Silver
Sapphire 100287VGALP,,0.5,775,
Sapphire 100291DDR3L,,0.5,650,Black / Green
EVGA 01G-P3-1452-TR,,1,882,Black / Gold
XFX HD-575X-ZMF3,,1,700,Black / Red
Gigabyte GV-N440D3-1GI,,1,830,
Gigabyte GV-N550OC-1GI,,1,970,Black / Blue
PowerColor AX5450 2GBK3-SH,,2,650,Black / Red
MSI N550GTX-Ti-M2D1GD5/OC,,1,950,Black / Red
HIS H575QS1GD,,1,700,Black / Silver
Asus EAH6570/DI/1GD3(LP),,1,650,Red / Silver
MSI R6790-2PM2D1GD5,,1,840,
Sapphire 100312-2SR,,2,800,Black / Red
Sapphire 100324L,,2,,Black / Blue
EVGA 015-P3-1587-AR,,1.5,797,Black / Blue
MSI N520GT-MD1GD3/LP,,1,810,Red / White
MSI TWIN FROZR II,,1,870,Black / Silver
Gigabyte GV-N570SO-13I,,1.25,845,Black / Blue
MSI LIGHTNING X,,3,832,
PowerColor AX6570 1GBK3-H,,1,650,Black / Red
Sapphire 100327VXL,,1,710,
XFX HD-695X-CDFC,,2,800,Black / Silver
Sapphire 100326DDR3L,,1,800,Black / Blue
XFX HD-545X-ZQH2,,1,650,
MSI R6770-MD1GD5,,1,800,Black
Gigabyte GV-N56GSO-1GI,,1,900,Black / Blue
Sapphire 100315VXL,,1,800,
EVGA 012-P3-1572-TR,,1.25,797,Black / Red
Zotac ZT-40605-10L,,0.5,700,Black / Silver
Sapphire 100326LP,,1,800,Black
MSI N8400GS-D512H/LP,,0.5,520,Black / Silver
Sapphire 100311-3SR,,2,880,
EVGA 015-P3-1582-A1,,1.5,797,Black / White
Zotac ZT-50708-10M,,1,820,Black / Orange
PNY VCGG2105XXB,,0.5,589,
Sparkle X560 Ti DF,,1,950,
Gigabyte GV-N520SL-1GI,,1,810,Blue / Silver
MSI N430GT-MD2GD3/OC,,2,730,Black / Red
Gigabyte GV-N550WF2-1GI,,1,970,Black / Blue
PowerColor AX6770 1GBD5-HV2,,1,850,Black / Red
XFX HD-667X-CNF3,,2,800,Black
Sapphire 11196-00-40G,,3,800,Black / Red
Sapphire 11201-00-20G,,1,1000,Black / Blue
PowerColor AX6570 2GBK3-H,,2,650,Black / Red
HIS H785F2G2M,,2,860,Black / Blue
Zotac ZT-60101-10P,,2,1006,Black / Orange
PowerColor AX7870 2GBD5-2DHPP,,2,1100,Black / Silver
ATI 100-505637,129.99,1,,Black / Red
EVGA 02G-P4-2682-KR,,2,1058,Black
Galaxy 67NPH6DV6KXZ,,2,1006,Black / Silver
Sapphire 11197-06-40G,,3,925,Black / Silver
PNY VCGGTX580XPB-CG,,1.5,772,Black / Gold
Gigabyte GV-N680OC-2GD,,2,1071,Black / Blue
EVGA 01G-P3-2631-KR,,1,810,Black / Green
PNY VCGGTX670XPB,,2,915,Black / Green
PowerColor AX7970 3GBD5-2DHPPV,,3,1100,Black / Red
Gigabyte GV-N610D3-1GI,,1,810,Black / Blue
MSI N640GT-MD2GD3,,2,900,Black
ATI 100-505602,,4,,Black / Red
MSI HAWK,,2,1100,Black / Blue
Asus HD7870-DC2-2GD5-V2,,2,1000,Black / Red
EVGA 02G-P4-2687-KR,,2,1097,Black / Silver
MSI R7770-PMD1GD5,,1,1000,Black / Blue
Gigabyte GV-R797TO-3GD,,3,1100,Black / Blue
Asus GTX660 TI-DC2T-2GD5,,2,1059,Black / Red
MSI N660Ti-PE-2GD5,,2,915,Black / Blue
EVGA 02G-P4-3662-KR,379,2,967,Black / Silver
Zotac ZT-60802-10P,,2,928,Black / Orange
EVGA 01G-P3-2615-KR,,1,810,Black
EVGA 01G-P3-2632-KR,,1,810,Black
Zotac ZT-60403-10L,,2,810,
Zotac ZT-60901-10M,,2,993,Black / Orange
Asus HD6450-SL-2GD3-L,,2,650,
Galaxy 84GFF4HX2HXZ,,0.5,589,Black / Blue
Asus GT640-1GD3-L,,1,901,
MSI N650-MD1GD5/OC,,1,1071,Black
Sparkle 700000,,2,1006,Black / Orange
XFX Core Edition,,1,860,Black / Silver
Asus GTX650-DCO-1GD5,,1,1137,Black / Red
PowerColor AX7990 6GBD5-2DHJ,,6,900,Black
Asus GTX650-E-1GD5,,1,1071,Black / Red
Asus HD7850-DC-1GD5,,1,860,Black / Red
Sapphire 11196-00-20G,,3,810,
Asus GTXTITAN-6GD5,,6,836,Black / Silver
Zotac ZT-60902-10M,,2,1046,Black / Orange
HIS H785QT4G2M,,4,1000,Black / Blue
Gigabyte GV-R775OC-2GI,,2,850,Black / Blue
MSI TWIN FROZR,,2,1006,Black / Silver
PowerColor AX7750 4GBK3-H,,4,800,Black / Red
Zotac ZT-61103-10M,,2,1033,Black / Orange
EVGA 03G-P4-2780-KR,,3,863,Black / Silver
Galaxy 78NNH5DN00G0,,3,863,Black / Silver
MSI R7790-1GD5/OC,,1,1050,Black / Blue
EVGA 02G-P4-2760-KR,,2,980,Black / Silver
PNY Enthusiast Edition,,2,980,Black
Zotac ZT-70304-10P,,4,1059,Black / Orange
EVGA 02G-P4-3771-KR,,2,1085,Black / Silver
Zotac ZT-70303-10P,,2,1150,Black / Orange
Gigabyte WINDFORCE,,3,954,Black
EVGA Dual FTW ACX,,4,1085,Black / Silver
MSI N780,,3,980,Black / Yellow
XFX Double D FX-795A-TDKC,,3,925,Black / Silver
Sapphire 100361SR,,4,772,Black / Red
MSI HAWK,,2,1100,Black / Yellow
Asus DirectCU II,,2,1188,Black / Red
Gigabyte GV-N630-2GI REV3.0,,2,700,Black / Blue
Gigabyte WINDFORCE,,4,1046,Black
Zotac Synergy Edition,,2,993,Black / Silver
PowerColor AXR9 290 4GBD5-MDH/OC,,4,947,Black / Red
Zotac ZT-70502-10P,,3,876,Black / Silver
Asus GTX760-DCMOC-2GD5,,2,1006,Black / Red
XFX DD,,2,1000,Black / Silver
Gainward 2944 PCX,,2,1046,Black
PNY VCGGTX7803XPB-OC,,3,1006,Black / Gold
Asus DirectCU II,,3,954,Black / Red
Diamond R9290D54G,,4,947,Black / Red
Gigabyte GV-R725OC-2GI REV2.0,,2,1100,Black / Silver
PowerColor Devil,,2,1150,Black / Red
PowerColor TurboDuo,,3,880,Black / Red
XFX Core Edition,,1,1075,Black / Silver
Zotac ZT-61107-10M,,2,928,Black / Orange
Asus DirectCU II,,4,1006,Black / Red
PNY Enthusiast Edition,,2,1046,Black / Gold
PowerColor PCS+,,4,1040,Black
Sapphire Dual-X,,4,1000,Black / Silver
XFX Core Edition,,2,900,Black
Zotac ZT-60413-10L,,4,700,Black / Orange
MSI TWIN FROZR,,1,1085,Black / Red
HIS H250XF1G,,1,1000,Black / Blue
MSI TWIN FROZR,,6,1000,Black / Red
Asus DirectCU II,,3,874,Black / Red
XFX R7-250A-ELF4,,4,1000,Black
Sapphire 11232-00-20G,,2,900,Black / Silver
Gigabyte GV-R724OC-2GI REV2.0,,2,900,Black / Silver
EVGA Superclocked,,2,1059,Black / Silver
MSI GAMING ITX,,2,1030,Black / Red
EVGA 01G-P3-2730-KR,,1,700,Black
HP C2J93AA,129.99,2,,Black / Green
Sapphire Vapor-X,,8,1060,Black / Blue
EVGA FTW,,2,1202,Black / Silver
Asus STRIX,,6,889,Black / Red
MSI R5 230 2GD3H LP,,2,625,Black / White
Sapphire Tri-X,,3,1000,Black / Orange
Sapphire Eyefinity Edition,,1,800,Black
Club 3D royalAce,,4,1050,Black / Red
MSI R7 250X 2GD5,,2,1000,Black / Blue
Asus GT720-2GD3-CSM,,2,797,Black / Blue
Asus R7260X-OC-2GD5,,2,1075,Black / Red
EVGA 02G-P3-2724-KR,,2,797,Black / Green
MSI N720-2GD3LP,,2,797,Black
Sapphire Dual-X,,2,965,Black / Purple
Palit NE5X770S1042-1045F,,2,1085,Black
EVGA ACX,,4,1046,Black / Gold
Gigabyte GV-N730D5-2GI,,2,902,Black / Blue
Zotac AMP Extreme,,4,1203,Black / Silver
Inno3D iChill HerculeZ X4 Air Boss Ultra,,4,1152,Black / Red
HIS H240F4G,,4,730,Black / Blue
AMD FirePro V5800,,1,700,Black / Red
AMD FirePro V4900,,1,800,Black / Red
AMD FirePro V3900,,1,650,Black / Red
AMD FirePro S9050,,12,900,Black / Silver
XFX DD,,8,1000,Black / Silver
ATI FirePro W2100,,2,630,Black / Red
ATI FirePro V5900,,2,600,Black / Red
Gainward Phantom,,3,980,Black / Silver
Asus DirectCU II,,2,980,Black / Red
MSI NTITAN Black 6GD5,,6,889,Black / Silver
EVGA Superclocked,,2,1085,Black
Zotac AMP Omega Core,,4,1152,Black
EVGA Superclocked,,4,1241,Black / Silver
HP C2J94AT,179.96,3,810,Black / Silver
HP C3G86AT,,4,600,Black / Silver
PNY VCQ295NVS-X1-PB,,0.25,540,Black / Green
PNY XLR8,,2,1127,Black
Zogis Twin Vortex,,2,1127,Black / Green
Asus GTX960-MOC-2GD5,,2,1253,Black / Red
PowerColor AXR7 240 4GBK3-HE/OC,,4,750,Black / Red
EVGA Superclocked ACX 2.0+,,6,1102,Black / Silver
MSI N610-2GD3H/LP,,2,810,Black / Red
Gigabyte SOC,,8,1050,Black
Asus STRIX-R7370-DC2OC-4GD5-GAMING,,4,1050,Black / Red
Sapphire NITRO,,8,1010,Black
Asus R9FURYX-4G,,4,1050,Black / Red
Asus Poseidon Platinum,,4,1178,Black / Red
XFX DD,,8,1015,Black / Silver
Zotac ZT-71105-10BB,,2,902,Black
PowerColor Devil,,8,1100,Black / Silver
Zotac AMP,,2,1203,Black
MSI ARMOR 2X,,4,1190,Black / White
MSI GAMING LE,,2,1152,Black / Red
MSI GTX 950 2GD5 OC,,2,1076,White
XFX R9-390X-8BD6,,8,1050,Black / Red
Gigabyte GV-R9FURYWF3OC-4GD,,4,1010,Black
Asus R9NANO-4G-WHITE,,4,1000,White
Sapphire Tri-X,,8,1080,Black / Orange
Gigabyte GV-N710D3-1GL 1.0,,1,954,Black
Gigabyte WINDFORCE 3X,,4,1203,Black / Silver
Asus GTX950-2GD5,,2,1026,White
Gigabyte GV-R736OC-2GD (rev. 2.0),,2,1200,Black
XFX DD,,4,1030,Black / Silver
Gainward Phoenix,,8,1607,Black / Red
Gainward Phoenix,,8,1506,Black / Red
OcUK Founders Edition,,8,1506,Black / Silver
Palit Founders Edition,,8,1506,Black / Silver
EVGA SC GAMING,,2,1076,Black / Silver
Gigabyte GV-RX480D5-8GD-B,,8,1120,Black / Red
XFX Triple Dissipation,,4,926,Black
XFX RX-460P4SFG5,,4,1090,Black
Asus STRIX OC,,4,1090,Black
GALAX HOF Limited Edition,,8,1809,White
MSI GAMING Z,,8,1607,Black / Red
KFA2 EX,,6,1556,White
OcUK Founders Edition,,11,1480,Black / Silver
MSI GAMING,,8,1168,Black / Red
Asus DUAL,,2,1345,White / Blue
PowerColor Red Dragon,,2,1100,Black
Corsair CB-9060010-WW,,8,1607,Black / Silver
EVGA SC2 ELITE GAMING,,11,1556,Green / Black
EVGA SC2 ELITE GAMING,,11,1556,Red
EVGA FTW DT GAMING,,6,1506,Black
KFA2 HOF Limited Edition,,11,1645,White
KFA2 EX,,11,1531,White
PNY vcggtx9502r2pb,,2,1025,Black
Gigabyte GV-N1080AORUS-8GD,,8,1733,Black / Silver
EVGA FTW2 GAMING iCX,,6,1632,Black / White
Gigabyte Radeon RX VEGA 64 Watercooling,,8,1406,Black / Red
EVGA SSC2 GAMING,,6,1607,Black / Silver
KFA2 EX,,8,1607,White
EVGA 02G-P4-6338-KR,,2,1290,Gray
PowerColor AXRX 560 4GBD5-DHAM,,4,115,Black
Asus CERBERUS,,2,1404,Black / Red
MSI AIR BOOST OC,,8,1272,Black / Red
PNY VCGGTX1070T8PB,,8,1607,Black
ASRock Phantom Gaming X,,4,1228,Black / Silver
MSI GT 710 2GD5H LP,,2,954,Black
XFX RX-570P8DBDR,,8,1328,Red / Black
Asus DUAL Advanced,,11,1350,Black / White
MSI AERO,,8,1515,Black / Green
Asus DUAL Advanced,,8,1410,Black / White
Palit JetStream,,8,1410,White / Black
Gigabyte TURBO OC,,8,1710,Black
Palit StormX OC,,6,1365,Black
GALAX 60NRJ7DSX1PO,,6,1365,Black
Gigabyte GV-RVEGA20-16GD-B,,16,1400,Silver
Palit StormX OC,,6,1500,Black
Gainward Pegasus OC,,6,1500,Black
KFA2 EX,,6,1500,Black
Gainward Pegasus,,6,1530,Black
Asus AREZ STRIX OC,,4,1168,Black
MSI R5 230 2GD5H LP,,2,625,Black
Zotac Blower,,8,1515,Black / Silver
EVGA GAMING,,8,1515,Clear / Black
Asus STRIX GAMING Advanced OC,,4,1485,Black
EVGA SC Ultra Black,,4,1485,Black
MSI VENTUS,,8,1650,Silver / Black
Gainward Phantom GS,,8,1515,Black / Silver
MSI RX 5700 8G,,8,1465,Silver / Black
MSI EVOKE,,8,1490,Gold
EVGA XC ULTRA BLACK GAMING,,6,1530,Black
Gigabyte GV-N1050D5-3GD,,3,1392,Black / Orange
ASRock RX5700 Phantom Gaming D 8G OC,,8,1610,Black / Red
Inno3D Gaming X2 OC,,8,1470,Black
Inno3D iChill X3 Ultra,,8,1470,Black
Inno3D Gaming OC X2,,8,1605,Black
MSI Radeon RX 5500 XT GAMING 8G,,8,1647,Black / Red
PowerColor AXRX 5500 XT 4GBD6-3DH,,4,1717,Black
MSI MECH,,6,1130,Black / Silver
XFX THICC III Pro,,6,1247,Black
Gigabyte OC,,4,1176,Black / Orange
Gigabyte MINI ITX Rev 2.0,,6,1365,Black / Gray
Palit GP OC,,8,1650,Black
PowerColor AXRX 5600 ITX 6GBD6-2DH,,6,1247,Black
Gainward Phoenix GS,,24,1395,Silver / Black
GALAX EX Gamer,,8,1500,Black
Palit GamingPro OC,,8,1410,Black / Silver
MSI GAMING TRIO,,8,1410,Black / Silver
GALAX EXG (1-Click OC),,8,1575,Black
Asus ROG STRIX GAMING V2,,8,1410,Black
Gigabyte GAMING PRO Rev 2.0,,8,1410,Black
Inno3D Twin X2,,8,1500,Black
Inno3D Twin X2,,8,1500,Black
GALAX EX Gamer White (1-Click OC),,8,1500,White
KFA2 EX (1-Click OC),,8,1500,Black
MSI SUPRIM SE,,10,1440,Black / Silver
Gainward Phantom GS,,12,1260,Black
GALAX EX Gamer White (1-Click OC),,12,1260,White / Gray
MSI SUPRIM,,12,1260,Silver / Black
Inno3D X3 OC,,24,1560,Silver / Black
KFA2 EX Gamer (1-Click OC),,24,1560,Black
XFX THICC II Pro,,8,1605,Black
Inno3D X3 OC,,10,1440,Black
GALAX ST (1-Click OC),,16,2205,Black
Gainward Phantom,,12,2310,Black
Gainward Phoenix GS,,12,2310,Black
Gainward Phantom Reunion GS,,12,2310,Black
Gainward Phoenix GS,,12,2310,Black
Palit GameRock Classic OC,,12,2310,Silver
KFA2 ST (1-Click OC),,24,2235,Black
Gigabyte OC,,4,1740,Black
PowerColor D6-DH/OC,,4,1607,Black
XFX THICC II Pro,,4,1607,Black
Inno3D AX Gaming X2W,,8,1550,White / Blue
Inno3D AX Gaming X3W,,8,1575,White / Blue
MSI MECH 2X CLASSIC,,8,1720,Black / Silver
Colorful iGame Advanced OC-V,,16,2205,Silver / Black
KFA2 EX (1-Click OC),,8,1830,Black
MSI VENTUS 3X E,,24,2235,Silver / Black
