name,price,memory,core_clock,color
Inno3D Compact,,4,1530,Black
MSI GAMING Z TRIO,,8,1605,Black / Silver
ASRock Phantom Gaming D OC,,6,1280,Black / Red
Palit KalmX,,4,1485,Silver
Palit GamingPro,,11,1350,Black / Gold
Gigabyte GAMING OC 3X,,8,1470,Black / Silver
MSI GT OC,,8,1168,Black
GALAX SG,,24,1395,Black
EVGA XC3 GAMING,,24,1395,Black / Red
Asus RX6900XT-16G,,16,1825,Silver / Black
Palit GameRock OC,,12,1365,Silver
Asus KO,,8,1410,Black / Silver
Gigabyte GAMING OC PRO Rev 2.0,,8,1410,Black
MSI GeForce RTX 3070 Ventus 3X 8G LHR,,8,1500,Black
Inno3D iChill Black,,12,1260,Black
Palit StormX OC,,8,1550,Black
Inno3D Twin X2 OC,,10,1440,Black / Silver
GALAX ST (1-Click OC),,24,2235,Black
Gainward Phantom GS,,16,2205,Black
Palit GamingPro OC,,12,2310,Black / Silver
Palit GameRock,,12,2310,Silver
Gainward Phoenix GS,,8,1410,Silver / Black
Asus TUF Gaming EVO TOP,,6,1500,Black
Sapphire PULSE,,8,1168,Black
Inno3D AX Gaming X2W,,12,1320,White / Silver
Inno3D AX Gaming X3W,,24,2235,White / Blue
Colorful iGame Advanced OC-V,,12,2310,Silver / Black
Colorful iGame Vulcan OC-V,,16,2205,Black
Asus DUAL V2,885.93,8,1500,Black / Silver
Gigabyte AORUS MASTER TYPE C,,16,1825,Black
MSI GAMING,,6,1040,Black
Asus DUAL EVO,,8,2310,Black
EVGA 02G-P4-6232-KR,,2,1189,Black
MSI VENTUS 3X PLUS,,10,1440,Black
ATI FirePro V7900 SDI,96.96,2,725,Black / Red
Asus DUAL EVO Advanced,,6,1365,Black
Palit StormX OC,,12,1320,Black
ATI 100-505647,,2,,Black / Red
AMD FirePro 2270,99.98,0.5,600,Black / Red
ATI FirePro W600,299.99,2,600,Black / Red
Gainward Phoenix,,6,1506,Black / Red
PowerColor Red Devil Limited Edition,1999.99,16,1825,Black
Asus Phoenix EVO OC,169.99,4,1410,Black
KFA2 SG (1-Click OC),,12,2310,Black
EVGA 012-P3-1472-AR,,1.25,625,Black / Red
Asus EAH5450 SILENT/DI/1GD3(LP),,1,650,Black / Red
Gigabyte GV-N460SE-1GI,,1,730,
EVGA 01G-P3-1561-AR,,1,850,Black / Gold
Zotac ZT-40503-10L,,1,810,Black / Orange
Asus EAH6450 SILENT/DI/512MD3(LP),112.96,0.5,625,Red / Silver
Asus EAH6450 Silent/DI/1GD3(LP),,1,625,Red / Silver
PowerColor AE5450 512MD2-SH,,0.5,650,Black / Red
PowerColor AP5450 512MD2-SH,,0.5,650,Black / Red
Asus ENGTX590/3DIS/3GD5,,3,612,
VisionTek 900374,,0.5,600,Black / Red
EVGA 01G-P3-1363-KR,,1,867,Black
Gigabyte GV-R795WF3-3GD,,3,900,Black / Blue
Asus HD7870-DC2-2GD5,,2,1010,Black / Red
Asus ENGTX560 TI DC2 TOP/2DI/2GD5,,2,900,Black / Red
Asus ENGTX550 Ti/DI/1GD5,,1,900,Black / Red
PNY VCQ4000MAC-PB,226.6,2,,Black / Silver
ATI 100-505144,,0.5,,Red / White
MSI N630GT-MD4GD3,,4,810,Black
Sapphire Vapor-X,,3,1000,Black / Silver
Sapphire 100351-6GVXSR,,6,1100,Black / Blue
Sapphire 100352-3L,,3,850,Black / Silver
PowerColor AX7770 1GBD5-HE,,1,1000,Black / Red
EVGA 02G-P4-2761-KR,,2,980,Black / Silver
Gigabyte WINDFORCE,,4,1085,Black
EVGA Dual Superclocked ACX,,4,1111,Black / Gold
Gigabyte WINDFORCE,,2,1000,Black
XFX DD,,3,850,Black / Silver
MSI TWIN FROZR,,2,900,Black / Red
EVGA 01G-P4-2751-KR,,1,1020,Black / White
Asus GTXTITANBLACK-6GD5,,6,889,Black / Silver
Asus GT730-SL-1GD3-BRK,138.02,1,902,Black / Blue
Asus STRIX,,2,1124,Black / Red
EVGA Superclocked ACX,,4,1165,Black
EVGA 04G-P4-1972-KR,,4,1140,Black / Gray
Palit NE5X970014G2F,,4,1051,Black / Gold
MSI N750ti-2GD5TLP,,2,1020,Black
MSI N750TI-2GD5/OCV1,,2,1059,Black / Blue
ATI FirePro W5000,149.99,2,825,Black / Red
ATI FirePro S7000,299.99,4,950,Black / Silver
MSI N720-1GD3HLP,,1,797,Black
PNY VCQ295NVS-X16-DVI-PB,,0.25,540,Black / Green
PNY VCQK5000-PB,393.94,4,706,Black
PNY VCQK600-PB,,1,876,Black / Green
PNY VCGGTX9604XPB,,4,1140,Black
Asus GTX960-DC2OC-2GD5-BLACK,,2,1279,Black / Red
EVGA HYBRID,,12,1152,Black / Silver
EVGA Superclocked,,6,1102,Black / Silver
XFX DD,,8,1015,Black / Silver
PowerColor PCS+,,8,1010,Black / Silver
MSI GAMING LE,,6,1000,Black / Red
Gigabyte GV-N970TTOC-4GD,,4,1101,Black / Blue
Asus STRIX-GTX980-DC2-4GD5,,4,1126,Black / Red
Gigabyte GV-NX96T512H,,0.5,650,Blue
EVGA 04G-P3-2739-KR,,4,700,Black / Green
MSI GTX 950 2GD5T OCV2,,2,1076,Black / White
Inno3D Twin X2,,8,1607,Black
Asus Founders Edition,,8,1506,Black / Silver
Palit JetStream,,6,1506,Black / Silver
MSI GAMING Z,,8,1657,Black / Red
EVGA FTW HYBRID,,8,1607,Black / Silver
Inno3D Compact,,4,1290,Black / White
Asus Expedition OC,,2,1404,Black / Red
EVGA Gaming iCX,,8,1607,White / Black
EVGA Gaming iCX,,8,1506,White / Black
XFX RX-550P2SFG5,,2,1100,Black / Red
XFX RX-550P4TFG5,,4,1100,Black / Red
MSI GT 1030 2G LP OCV1,,2,1265,Black
Sapphire 21275-00-40G,,8,1406,Silver / Red
PNY VCQGP100-PB,,16,1380,Black / Green
GALAX EX SNPR,,8,1607,White
EVGA 08G-P4-5671-KB,,8,1607,Black / Silver
PNY XLR8 Gaming Overclocked Edition,,6,1544,Black
Sapphire NITRO+,,8,1305,Black / Silver
ASRock Phantom Gaming,,4,1176,Black / Silver
PowerColor AXRX 550 2GBD5-DHA/OC,,2,1071,Black
Gigabyte GV-RX560OC-4GD REV2.0,,4,1176,Black / Orange
XFX RX-560D4SFGR,,4,1196,Black / Red
Asus DUAL,,8,1515,Black
MSI GAMING TRIO,,11,1350,Black / Silver
EVGA FTW3 ULTRA GAMING,,8,1410,Clear / Black
Asus DUAL,,8,1410,Black / White
Gigabyte AORUS XTREME WATERFORCE,,8,1710,Black / Silver
Asus STRIX GAMING Advanced,,6,1518,Black
GALAX EX,,8,1620,Black / Clear
EVGA GAMING,,8,1410,Black / Clear
EVGA FTW3 ULTRA HYBRID GAMING,,8,1515,Black / Clear
Asus TUF,,6,1500,Black / Gray
KFA2 (1-Click OC),,6,1500,Black
Sapphire PULSE OC,,4,1175,Black / Red
PNY XLR8 Gaming Overclocked Edition,,6,1365,Black / Red
Asus Turbo EVO,,8,1410,Black / Silver
EVGA XC2 ULTRA GAMING,,11,1350,Clear / Black
EVGA XC ULTRA GAMING,,4,1485,Black
Sapphire NITRO+,,8,1469,Gold / White
EVGA XC GAMING,,8,1470,Transparent
ASRock Radeon RX 5700 XT 8G,,8,1605,Silver
PNY Blower,,6,1365,Black / Gray
Gigabyte WINDFORCE,,6,1365,Black / Silver
GALAX EX,,8,1650,Black / Clear
EVGA XC BLACK GAMING,,8,1410,Black
PNY VCGGTX1070T8PB-BB,,8,1607,Black
Gigabyte WINDFORCE OC,,8,1650,Black / Silver
PNY Blower,,8,1470,Black
Inno3D Twin X2 OC RGB,,8,1470,Black
Inno3D Compact,,8,1470,Black
Sapphire NITRO+ SE,,8,1607,Black
MSI Radeon RX 5700 GAMING,,8,1490,Silver / Black
MSI VENTUS GP OC,,11,1350,Silver / Black
EVGA XC3 BLACK GAMING,,24,1395,Black / Red
Asus TUF GAMING,,8,1410,Black
GALAX EX (1-Click OC),,12,1320,Black
Palit Dual OC,,4,1366,Black / Silver
Gigabyte EAGLE OC,,4,1410,Black
GALAX EXG White (1-Click OC),,12,1365,White
MSI AERO ITX,,8,1410,Black / White
Palit GameRock OC,,10,1440,Black
MSI VENTUS 3X,,8,1410,Black / Gray
Inno3D iChill X3,,8,1500,Black
Asus ROG STRIX GAMING V2,,10,1440,Black
EVGA FTW3 ULTRA HYBRID GAMING,,10,1440,Black
Palit GamingPro,,12,1260,Silver / Black
MSI VENTUS 3X PLUS,,12,1260,Black / Gray
Gainward Pegasus,,8,1550,Black
Palit GamingPro OC,,4,1410,Black
XFX Thicc III,,8,1605,Black / Silver
Asus DUAL,,8,1320,White
Asus DUAL V2,,4,1410,Black / Silver
PNY Dual,,8,1605,Black
Gainward Panther,,12,1920,Black
VisionTek 901507,219.99,4,1100,Red
Inno3D AX Gaming X3W OC,,12,1920,White / Blue
Gainward Pegasus OC,,8,2310,Black
Asus TUF GAMING V2,,8,1500,Black
Asus ROG STRIX GAMING,,16,2310,Black / Red
MSI VENTUS 2X E,,12,1920,Silver / Black
MSI VENTUS 3X E,,12,1920,Silver / Black
Matrox LUMA,529,4,1750,Black
AMD FirePro W4100,126.96,2,630,Black / Red
PNY VCGGTX9804XPB-CG,299,4,1126,Black / Silver
MSI VENTUS 3X OC,999,10,1440,Black
EVGA 01G-P3-1526-KR,199.9,1,810,Black
Zotac ZT-61102-10M,,2,941,Black / Orange
ATI FirePro RG220A,120,0.5,800,Black / Red
EVGA Classified ACX 2.0,399,4,1291,Black / Red
PNY XLR8 Gaming UPRISING EPIC-X RGB OC,,24,1560,Black / Silver
Sapphire 100283VX-2L,,1,,Black / Blue
Sapphire 100282-3SR,,1,725,Black / Blue
Sapphire 100312SR,,2,,Black / Red
XFX HD-587X-ZNFC,,1,850,Black / Red
Gigabyte GV-R557OC-1GI,,1,670,Black / Blue
Asus ENGT430/DI/1GD3(LP),,1,700,Black / Blue
PNY VCGGTS4501XPB,,1,783,Black / Green
Asus ENGTX560 TI DCII TOP/2DI/1GD5,,1,900,Black / Red
Asus EAH6670/DIS/1GD5,,1,810,Black / Red
Asus ENGTX560 DC/2DI/1GD5,,1,810,Black / Red
Gigabyte GV-N210SL-1GI,,1,520,Green / Silver
Diamond A4890PE51G,,1,850,
EVGA 015-P3-1582-TR,,1.5,797,Black / Green
Sapphire 100312-3L,,2,800,Black / Blue
MSI N560GTX-Ti-M2D1GD5/OC,,1,832,Black
Galaxy 21GGE8HX3BMW,,1,475,Black / Blue
Gigabyte GV-N550D5-1GI,,1,900,Black / Blue
ATI 100-505588,,0.5,,Black / Red
PowerColor AX7850 2GBD5-2DHPP,,2,1000,Black / Silver
EVGA 04G-P4-3688-KR,,4,1111,Black / Silver
Sapphire Toxic,,6,1050,Black / Silver
MSI N660Ti-PE-2GD5/OC,,2,1019,Black / Blue
EVGA 02G-P3-2619-KR,,2,810,Black
Asus HD7850-DC2-2GD5-V2,,2,860,Black / Red
Gigabyte GV-N680SO-2GD,,2,1137,Black
EVGA 02G-P4-2653-KR,,2,1202,Black / Silver
EVGA 01G-P4-3652-KR,,1,1071,Black
Asus GTX670-DC2-4GD5,,4,915,Black / Red
Gigabyte GV-N680OC-4GD,,4,1071,Black / Blue
EVGA 04G-P4-2647-KR,,4,901,Black
EVGA Superclocked,,6,876,Black / Silver
EVGA Dual Classified ACX,,4,1150,Black / Gold
PowerColor TurboDuo,,2,1160,Black / Red
MSI N660 Gaming 2GD5/OC,,2,1033,Black / Red
Sapphire Tri-X Toxic,,3,1100,Black / Orange
Asus DirectCU II,,2,950,Black / Red
Gigabyte WINDFORCE,,3,1017,Black
XFX DD,,2,900,Black
MSI R7 240 2GD3 LP,,2,730,Black / Silver
XFX DD,,4,1000,Black / Silver
EVGA 06G-P4-3790-KR,,6,889,Black / Silver
Asus DirectCU II,,4,1120,Black / Red
Sapphire Vapor-X,,4,1080,Black / Blue
MSI R9 295X2 8GD5,,8,1018,Black / Silver
EVGA 02G-P3-2738-KR,159,2,700,Black / Green
Zotac ZT-70602-10M,,2,1046,Black / Orange
EVGA FTW ACX,,2,1229,Black
Club 3D royalAce,,4,1040,Black / Red
AMD 100-505841,,0.5,600,Black / Red
ATI FirePro 2450 Multi-View,96.96,0.5,600,Black / Red
GALAX EX OC,,4,1126,Black
Sapphire 11215-00-20G,,1,1000,Black
EVGA 02G-P4-2963-KR,,2,1127,Black
HP C2J93AT,129.99,2,954,Black / Green
PNY VCQK5000MAC-PB,,4,706,Black / Silver
Inno3D HerculeZ X4 Air Boss,,4,1266,Black / Red
MSI N730K-2GD5LP/OC,,2,1006,Black
Gainward 426018336-3354,,4,1051,Black
EVGA HYBRID,,4,1291,Black / Silver
Palit NE29500THHD01,,1,550,Black / Red
Zotac ZT-90308-10M,,4,1177,Black / Silver
XFX DD,,2,995,Black / Silver
Sapphire NITRO,,4,985,Black / Silver
Zotac ZT-90310-10M,,2,1140,Black
Sapphire Tri-X,,4,1000,Black / Orange
Asus STRIX-R9390X-DC3OC-8GD5-GAMING,,8,1070,Black / Red
Gigabyte GV-N960OC-2GD (rev. 1.0),,2,1190,Black / Blue
Gainward Phantom,,2,1203,Black / Silver
EVGA K|NGP|N ACX 2.0+,,6,1203,Black
MSI LIGHTNING,,6,1203,Black / Yellow
Gigabyte GV-N75TOC2-2GI,,2,1059,Black / Silver
Asus GTX950-OC-2GD5,,2,1076,White / Blue
MSI SEA HAWK X,,8,1506,Black / Silver
Gainward Founders Edition,,8,1506,Black / Silver
Inno3D Compact,,6,1506,Black
Asus STRIX,,4,926,Black
EVGA FTW GAMING,,6,1620,Black
EVGA HYBRID GAMING,,8,1594,Black / Gray
PowerColor Red Dragon,,4,926,Black / Silver
EVGA SSC GAMING,,2,1430,Black
Sapphire NITRO+,,4,1202,Black
EVGA DT Gaming iCX,,8,1506,Black / Gray
Gigabyte Founders Edition,,11,1480,Black / Silver
Palit Founders Edition,,11,1480,Black / Silver
Palit KalmX,,4,1290,Silver
MSI ARMOR,,4,1257,Black / White
MSI AERO ITX OC,,2,1100,Black / White
EVGA SC2 ELITE GAMING,,11,1556,Blue / Black
VisionTek 900961,,4,1168,Black / Red
Gigabyte Radeon RX VEGA 64,,8,1247,Black / Red
Sapphire 21275-02-20G,,8,1247,Black / Red
Sapphire 21276-00-20G,,8,1156,Black / Red
Palit StormX,,6,1506,Black
Asus RX560-O4G-EVO,,4,1149,Black / Red
Gigabyte XTREME,,6,1506,Black
Asus STRIX AC ORIGINS,,11,1594,Brown
Inno3D iChill X4,,8,1620,Silver / Black
PowerColor Red Devil,,8,1308,Red / Black
Inno3D iChill,,8,1759,Silver / Red
Palit GamingPro OC,,8,1515,Black / Red
Asus STRIX GAMING Advanced,,8,1515,Black
ASRock Phantom Gaming X,,8,1469,Black / Red
Sapphire 21275-03-20G,,8,1247,Black / Red
Gigabyte TURBO,,8,1710,Black / Silver
Sapphire PULSE,,8,1168,Black
EVGA XC BLACK EDITION GAMING,,8,1515,Black / Clear
EVGA XC2 ULTRA GAMING,,8,1515,Black / Clear
GALAX OC,,8,1515,Black / Clear
Sapphire 21294-01-40G,,8,1465,Silver
PNY XLR8 Gaming Overclocked Edition,,8,1650,Black
Gainward Pegasus OC,,6,1530,Black
KFA2 EX,,8,1470,Black
MSI Radeon RX 5500 XT GAMING 4G,,4,1647,Black / Red
MSI Radeon RX 5500 XT MECH 4G,,4,1607,Black
GALAX HOF 10th Anniversary Edition,,11,1350,White / Silver
MSI ARMOR X,,8,1257,Silver / Black
VisionTek 50th anniversary edition,,8,1680,Gold / Black
Gigabyte GAMING OC,,4,1176,Black / Orange
Gigabyte OC,,4,1176,Black / Orange
Gigabyte MINI ITX OC Rev 2.0,,6,1365,Black / Gray
KFA2 Work The Frames Edition,,8,1605,Black
VisionTek 901316,,8,1607,Black
Gigabyte MINI ITX,,4,1485,Black
Palit GamingPro OC,,24,1395,Black / Silver
KFA2 EX (1-Click OC),,8,1410,Black / Gray
KFA2 SG (1-Click OC),,12,1365,Black
GALAX EX (1-Click OC),,8,1575,Black
MSI GAMING TRIO PLUS,,8,1410,Black / Gray
EVGA XC3 ULTRA HYBRID GAMING,,10,1440,Black
MSI GAMING TRIO PLUS,,12,1260,Black / Gray
Asus Phoenix,,4,1740,Black
MSI GeForce GTX 1630 VENTUS XS 4G,,4,1740,Silver / Black
KFA2 EX Gamer White,,12,2310,White
Gigabyte TURBO OC Rev 2.0,,11,1350,Black
PowerColor Red Dragon,,2,1100,Black
Inno3D AX Gaming X3W,,16,2205,White / Blue
Inno3D AX Gaming X2W,,12,1320,White / Blue
Biostar VN3706RM82,,8,1500,Black / Red
GALAX LP,,6,1040,White
MSI LP,,6,1040,Black
HP 6E3Y8AA,195.95,6,1550,Black
Palit GamingPro,,12,1920,Black / Silver
Inno3D iChill X4,,12,1260,Black / Silver
Asus DUAL OC,,24,2300,Black
XFX PVT95GYAJ2,,0.5,550,Black / Green
Gigabyte Founders Edition,,8,1506,Black / Silver
Gigabyte GV-N275UD-896I,,0.875,,Black / Blue
Sapphire 100284L,,1,700,Black / Blue
Sapphire 100296HDMI,,1,750,
XFX HD-585X-ZAFC,,1,725,Black / Red
Zotac ZT-95TEH3M-FSL,,0.5,550,Black / Orange
Gigabyte GV-R685OC-1GD,,1,820,Black / Blue
MSI CYCLONE,,1,725,Black
Sapphire 100292DDR3L,,1,650,Black / Blue
EVGA 512-P3-N940-LR,,0.5,550,Black / Green
MSI R6450-MD1GD3/LP,,1,625,Black / Silver
EVGA 01G-P3-1335-KR,124.99,1,700,Black / Green
EVGA 01G-P3-1468-KR,,1,931,
EVGA 025-P3-1579-AR,,2.5,732,Black / Red
XFX HD-687A-ZHFC,,1,900,Black / Silver
Gigabyte GV-N580UD-3GI,,3,772,Black / Blue
Gigabyte GV-N560UD-1GI,,1,822,
MSI TWIN FROZR,,3,880,Black / Silver
Gigabyte GV-R785OC-2GD,,2,975,Black / Blue
Galaxy 68NPH6DV5ZGX,738,2,1006,Black / Silver
PNY VCQ400-PB,,0.5,,Black / Green
EVGA 02G-P4-2670-KR,,2,915,Black / Silver
Gigabyte GV-N640OC-2GI,,2,1050,Black / Blue
Asus HD6670-2GD3,,2,800,Black / Red
Zotac ZT-60604-10L,,0.5,810,Black / Silver
Sapphire 100352-2L,,3,850,Black / Silver
MSI N660 TF 2GD5/OC,,2,1033,Black / Silver
Asus GTX650-DC-1GD5,,1,1058,Black / Red
Gigabyte GV-N670OC-4GD,,4,980,Black / Blue
Sapphire 100358L,,1,1000,Black / Blue
Sparkle 700006,,2,810,Blue / Silver
XFX Core Edition,,2,860,Black / Silver
Asus GTX680-DC2-2GD5,,2,1006,Black / Red
Gigabyte GV-N65TBOC-2GD BOOST,,2,1032,Black / Blue
EVGA Superclocked ACX,,2,1072,Black / Silver
Zotac ZT-70401-10P,,2,993,Black / Orange
Galaxy 77NPH6DT8KXZ,,2,1202,Black / White
Zotac ZT-70406-10P,,4,993,Black / Green
MSI TWIN FROZR,,2,1030,Black / Red
MSI R7 260X 2GD5 OC,,2,1175,Black / Blue
XFX R7-240A-CLF2,,2,750,Black
EVGA 02G-P4-3063-KR,,2,1072,Black
MSI N760 2GD5/OC,,2,1033,Black / Red
Gigabyte WINDFORCE,,4,1050,Black / Silver
XFX FX-799A-6NF9,,6,950,Black / Silver
Sapphire Tri-X Toxic,,2,1000,Black / Orange
Asus DirectCU II,,4,1000,Black / Red
PNY Enthusiast Edition,,1,1020,Black
Sapphire Vapor-X,,3,1000,Black / Blue
XFX DD,,3,827,Black / Red
Palit NE5X750S1301-1073F,,1,1085,Black
MSI N750-1GD5/OC,,1,1059,Black
MSI TWIN FROZR,,3,933,Black / Red
Gigabyte WINDFORCE,,3,950,Black / Silver
EVGA Dual ACX,,4,1046,Black / Gold
Inno3D N760-3SDN-E5DSX,,2,1006,Black
EVGA Superclocked,,4,1059,Black / White
XFX Core Edition,,2,1000,Black / Red
EVGA 02G-P3-2732-KR,,2,700,Black
PNY VCQK2000D-PB,193.04,2,,Black / Green
Asus R5230-SL-1GD3-L,,1,625,Black / Red
Asus MATRIX,,3,1006,Black / Red
Zotac ZT-71002-10L,,1,993,Black / Orange
Zotac ZT-70706-10M,,1,1033,Black / Orange
Zotac ZT-90201-10P,,4,1126,Black / Silver
EVGA Superclocked,,4,1241,Black / Silver
Zotac AMP Extreme,,4,1291,Black / Silver
Palit NE5X980015G2-PG401F,,4,1127,Black / Silver
AMD FirePro W8100,,8,824,Black / Red
AMD FirePro 2270,,1,600,Black / Red
ATI FirePro 2460,226.99,0.5,600,Black / Red
MSI GTX 980 4GD5 OCV1,,4,1152,Black / White
MSI GAMING,,8,1000,Black / Red
GALAX EX OC,,4,1164,Black
PNY VCQ450NVS-X16-DVI-PB,136.86,0.5,550,Black / Green
PNY VCQK420-PB,99.96,1,876,Black / Green
Palit Super JetStream,,4,1203,Black / Red
EVGA K|NGP|N ACX 2.0+,879.85,4,1304,Black / Silver
Inno3D HerculeZ X3 Air Boss,,4,1152,Black / Red
Gigabyte GAMING,,4,1000,Black / Silver
Zotac ZT-90501-10P,,6,1000,Black / Silver
PNY VCGGTX980T6XPB-CG,,6,1000,Black / Silver
EVGA ACX 2.0+,,4,1050,Black / Blue
MSI GTX 980Ti 6GD5 V1,,6,1000,Black / Silver
KFA2 OC,,2,1072,Black / Silver
Asus STRIX-GTX950-DC2OC-2GD5-GAMING,,2,1024,Black / Red
EVGA Superclocked+ ACX 2.0,,2,1165,Black
XFX Core Edition,,2,1050,Black
XFX DD,,8,1050,Black / Silver
Gigabyte GV-R938WF2-4GD (rev. 1.0),,4,970,Black
Asus GTX950-M-2GD5,,2,1026,Black / Red
Gigabyte GV-N960IXOC-4GD,,4,1165,Black
PNY VCGGTX9704R2XPB,,4,1050,Black
Asus STRIX-R9380X-OC4G-GAMING,,4,1030,Black / Red
Asus 710-2-SL-CSM,,2,954,Blue / Silver
EVGA 01G-P3-2710-KR,,1,954,Black
Zotac ZT-71301-20L,,1,954,Black
MSI ARMOR,,8,1657,Black / White
Sapphire NITRO,,8,1080,Black / Gray
MSI Founders Edition,,8,1506,Black / Silver
Palit GameRock Premium,,8,1746,Gray / Blue
Sapphire NITRO+,,8,1208,Black / Silver
Gigabyte D5,,6,1506,Black / Orange
XFX Triple Dissipation,,4,926,Black
XFX DD,,4,1090,Black / Red
XFX DD,,2,1090,Black / Red
PowerColor Red Dragon,,2,1090,Black
GALAX EX,,8,1518,Black
GALAX EX OC SNPR,,8,1594,White
GALAX EX OC SNPR,,8,1657,Black
EVGA FTW GAMING,,3,1620,Black
MSI GAMING,,3,1506,Black / Red
Asus STRIX GAMING,,8,926,Black
PowerColor Red Dragon,,4,1120,Black / Silver
Gainward Phantom,,4,1152,Black / Silver
MSI Radeon RX 460 2GT LP,,2,1090,Black
MSI GAMING,,4,1257,Black / Red
MSI RX 550 2GT LP OC,,2,1100,Black
XFX RX-560P4SFGR,,4,1175,Black / Red
GALAX HOF,,11,1569,White
Sapphire 11256-31-21G,,4,1140,Black
Gigabyte GV-N75TOC-1GI,,2,1033,Black
PNY VCGGTX10606PB-SF,,6,1506,Black
Palit Super JetStream,,2,1279,Red / Black
PowerColor NANO,,8,1156,Black
XFX RX-560D4SFG5,,4,1175,Black / Red
Gigabyte GV-N1050OC-3GD,,3,1417,Black / Orange
MSI GeForce GTX 1060 6GT V1,,6,1506,Black / White
Asus Expedition,,8,1168,Black / Red
XFX Core Edition,,4,1203,Black / Red
XFX RX-550P4LFG5,,4,1203,Black / Red
Asus Phoenix Fan,,4,1071,Black
Inno3D iChill Black,,11,1350,Silver / Black
PNY Blower,,8,1410,Black
Asus STRIX Black Ops 4 Edition,,11,1350,Black
GALAX HOF,,11,1350,White
PowerColor AXVII 16GBHBM2-3DH,,16,1400,Silver
GALAX EX White,,6,1530,White
Asus AREZ Expedition,,8,1168,Black / Red
Asus DUAL EVO,,8,1410,Black
Asus STRIX GAMING,,4,1485,Black
EVGA XC BLACK GAMING,,4,1485,Black
Gainward Ghost OC,,4,1485,Black
Inno3D HerculeZ Twin X2,,8,1607,Black
Inno3D iChill X3,,8,1607,Black
EVGA FTW3 HYBRID GAMING,,8,1650,Transparent / Black
Zotac GAMING AMP,,8,1650,Black
PNY Blower,,8,1650,Black
PNY VCGGTX 10502PB-BB,,2,1354,Black
Inno3D JET,,8,1605,Black / White
XFX DD,,8,1257,Black
MSI SEA HAWK X,,8,1650,Black / Silver
Palit White GameRock,,8,1650,White
Gigabyte GAMING OC PRO Rev 2.0,,6,1365,Black / Gray
GALAX EX,,10,1440,Black
Gainward Phantom GS,,24,1395,Black / Silver
Palit GameRock,,8,1500,Silver / Black
GALAX EX (1-Click OC),,8,1410,Black / Gray
Sapphire 21308-01-20G,,16,1825,Black / Silver
GALAX SG (1-Click OC),,8,1575,Black
GALAX EX White (1-Click OC),,8,1575,White
Inno3D Twin X2 OC,,8,1500,Black
GALAX SG (1-Click OC),,12,1260,Black
Palit GameRock,,12,1260,Silver
Palit GamingPro OC,,12,1260,Silver / Black
SONNET Technologies S-RX6800XT-16G,,16,1825,Black
MSI GeForce RTX 3070 LHR 8GB SUPRIM x GODZILLA,,8,1500,Red / Black
XFX RAW II,,8,1605,Black
Inno3D X3,,10,1440,Black
Asus Phoenix EVO,,4,1740,Black
Gainward Phoenix,,12,1920,Black
Gigabyte GAMING,,16,1825,Black
ASRock Phantom Gaming Elite,,4,1199,Black
ASRock Phantom Gaming Elite,,4,1168,Black
Asus DUAL EVO OC,,6,1530,Black
XFX THICC II Pro,,8,1607,Black
MSI GAMING,,8,2310,Black
Colorful iGame Advanced OC-V,,24,2235,Silver / Black
KFA2 SG (1-Click OC),,16,2340,Black
Asus DUAL EVO,,8,1830,Black
ATI FirePro V3800,98.98,0.5,650,Black / Red
PowerColor TurboDuo,497.99,3,850,Black / Red
PNY VCNVS810DP-PB,,4,1020,Black / Silver
AMD 100-505956,2448.02,8,1200,Blue
Gainward Phoenix,1729.9,12,2310,Black
EVGA 01G-P3-1370-TR,,1,720,Black / Silver
Gigabyte GV-N98TSL-1GI,,1,600,Black
Zotac ZT-98GES3M-FSL,,0.5,550,Black / Orange
XFX HD-697A-CNFC,,2,880,Black / Red
Sapphire 100315L,,1,775,Black / Silver
Asus EAH5770 CuCore/2DI/1GD5,,1,850,Black
PowerColor AX5670 1GBD5-HV2,,1,775,
Sparkle SXX5801536D5NM,,1.5,772,Black / Purple
Zotac ZT-40301-10P,,1,607,Black / Orange
Asus EN8400GS/DI/512MD2(LP),,0.5,589,
XFX HD-687A-ZDFC,,1,900,Black / Silver
XFX HD557XZNFR,,1,650,Black
Zotac ZT-40502-10L,,1,875,Black / Orange
EVGA 01G-P3-1450-TR,,1,822,Black / Gold
XFX HD-699A-ENF9,,4,830,Black / Red
MSI CYCLONE OC,,1,950,Black / Silver
XFX HD-695X-CNFC,,2,800,Black / Silver
HIS H695QNT2G2M,,2,840,Green
Sapphire 100322L,,1,,Black / Blue
EVGA 01G-P3-1567-KR,,1,900,Black / Green
MSI TWIN FROZR III,,1.25,770,
PowerColor AX6850 1GBD5-S3DH,,1,775,Black / Red
XFX HD-677X-Z5F3,,1,850,
MSI N430GT-MD2GD3,,2,700,Black
MSI N450GTS-MD1GD3,,1,700,Black / Silver
MSI R4350-MD1GD3H/LP,,1,600,Black / Red
Diamond A4870PE5512,,0.5,750,
Gigabyte GV-R797OC-3GD,,3,1000,Black / Blue
PowerColor AX7950 3GBD5-2DHPP,,3,880,Black / Blue
XFX FX-777A-ZDF4,,1,1000,Black / Silver
PNY VCGGTX550TVXPB,,1,900,Black / Gold
Asus HD7970-DC2-3GD5,,3,925,Black / Red
Sapphire 11188-22-20G,,2,,
ATI 100-505532,96.96,0.5,,Black / Red
