name,price,capacity,
Western Digital Caviar Green,69.98,1500,
Gigabyte AORUS,,500,
Verbatim Vi560,36.76,512,
Western Digital Scorpio Blue,27.99,80,
Nextorage NN5PRO,399.99,2000,
Western Digital Caviar Blue,51.6,250,
Western Digital Red,235,8000,
PNY CS2130,99.99,1000,
Intel D3-S4610,1140,7680,
Western Digital Red,122,2000,
Transcend TS64GSSD370S,47.99,64,
Mushkin Pilot-E,102.61,1000,
Sabrent Rocket,,4000,
Supermicro HDD-T4000-ST4000NM00,,4000,
Crucial MX300,,750,
Intenso 3812440,26.95,256,
Seagate IronWolf Pro,,12000,
Intel DC P4511,,2000,
Neo Forza NFS01,,240,
Nextorage G-Series,,8000,
Toshiba AL13SEB600,17.85,600,
TEAMGROUP A440 Lite,77.98,1000,
Seagate SkyHawk AI,199.99,8000,
Western Digital Red SN700,199.99,2000,
Transcend 250H,218.02,2000,
Sabrent Rocket 4.0 HTSK,,2000,
ADATA XPG GAMMIX S50 Lite,300,2000,
Toshiba MG08ADA800E,188.99,8000,
Western Digital SanDisk Extreme,,2000,
Hitachi Ultrastar 7K6000,87.73,4000,
Patriot P300,51.91,512,
Apacer AS2280P4,,256,
Seagate BarraCuda,36.17,500,
Seagate Enterprise,230,12000,
TEAMGROUP GX2,26.98,256,
Transcend 110S,99.99,1000,
Silicon Power UD85,,250,
Inland Platinum,449.99,4000,
Western Digital Caviar Blue,,320,
Seagate BarraCuda,54,320,
SanDisk X400,164,128,
Corsair MP510,,480,
Gigabyte GP-GSM2NE3100TNTD,129,1000,
GOODRAM CL100 gen.3,77.38,960,
ADATA Premier SP550,,240,
Western Digital Black,,5000,
Intel 600p,,256,
Western Digital Black NVMe,,1000,
Micron 1100,,256,
ADATA XPG SX8200 960,,960,
Samsung MZ1LV960HCJH,,960,
HP EX900,,1000,
HP S700,,1000,
TEAMGROUP T-FORCE Z44A5,,512,
Western Digital Ultrastar DC HC550,279.99,16000,
Sabrent Rocket 4.0,39.99,256,
Micron 9300 Pro,710,7680,
Seagate IronWolf Pro,249,10000,
Nextorage G-Series LE,144.99,2000,
VisionTek DLX4,189.98,2000,
Seagate IronWolf 125,,500,
Western Digital Purple Pro,240.95,10000,
Seagate FireCuda 520 Rev 2.0,,2000,
Toshiba PH3500U-1I72,169,5000,
Western Digital Blue,91.13,250,
Patriot P300,81.14,1000,
Western Digital Purple,73,2000,
SanDisk Ultra II,226.49,960,
Seagate BarraCuda,89,1500,
SanDisk X400,249,512,
SK Hynix SL308,70,250,
SanDisk X600,860,1000,
Transcend 110S,49.95,512,
Inland Gaming Performance Plus,92.99,1000,
Fantom Drives VENOM8,144.94,2000,
Western Digital Caviar Green,70.45,500,
OCZ Vertex 3,,120,
Samsung 830,,256,
Hitachi Ultrastar He8,309,8000,
Hitachi HDS723020BLA642,,2000,
Kingston UV500B,,240,
Intel MEMPEK1J032GAXT,,32,
PNY CS2130,226.61,2000,
TEAMGROUP T-Force Cardea Zero Z330,,1000,
Western Digital Blue SN550,,1000,
Inland QN322,,500,
Netac NV3000,,500,
KIOXIA BG5,,512,
Leven JPS850,,4000,
Western Digital Purple Pro,337.89,18000,
Seagate Barracuda XT,,3000,
Western Digital Red Plus,69.99,3000,
Seagate ST2000NX0253,138.44,2000,
Lexar Professional NM800PRO w/Heatsink,89.99,1000,
OCZ Colossus 2,995,460,
Western Digital Gold,206.45,10000,
Timetec 35TTQNM2SATA,107.99,2000,
KingSpec NXM,42.99,512,
Hitachi Ultrastar 7K3000,83.28,2000,
TEAMGROUP T-Force Delta RGB Lite,,500,
Seagate Exos X18,237.99,10000,
Corsair MP600,,500,
Seagate BarraCuda,111.64,1000,
Western Digital Caviar Green,229,3000,
Intel Optane 905P,,380,
Crucial M500,167.99,240,
Crucial MX300,268.44,2050,
PNY XLR8 CS3030,299,2000,
Seagate IronWolf 125,,4000,
Seagate Exos 7E8 512e,264.5,8000,
Western Digital VelociRaptor,95.51,300,
SanDisk Solid State Drive,,128,
Kingston Savage,,240,
Western Digital Blue,,1000,
ADATA Premier SP550,,120,
Toshiba X300,,5000,
Samsung SM961,,1000,
Seagate BarraCuda Pro,,2000,
Crucial BX500,,960,
ADATA Swordfish,,250,
Kingston KC2500,,2000,
Seagate IronWolf NAS,94.99,3000,
ADATA LEGEND 800 GOLD,,2000,
Seagate Exos X18,314.21,18000,
Toshiba MG07ACA12TE,269.99,12000,
ADATA XPG GAMMIX S70,,2000,
TEAMGROUP T-FORCE Z44A5,,2000,
Toshiba N300 Pro,334.99,18000,
Western Digital Gold,97.45,2000,
Toshiba MG04ACA100N,78.06,1000,
Western Digital Purple,87.99,3000,
Silicon Power A58,,1000,
Lexar NS100,,256,
Inland Gaming Performance Plus,149.99,2000,
Seagate Constellation ES,51,1000,
Sabrent Rocket Q,816.01,4000,
Corsair MP600 PRO XT,179.99,2000,
Seagate FireCuda 540 w/Heatsink,,2000,
KingSpec XG7000,52.99,512,
Hitachi Travelstar Z5K500,150,500,
Addlink S95,934.44,8000,
Western Digital Blue,79.99,3000,
Western Digital RE,107.99,5000,
Micron 1100,,512,
ADATA XPG SX8100,76.09,512,
Toshiba XG6,55,512,
Western Digital Caviar Green,,1500,
Kingston SSDNow E100,,200,
Crucial MX200,,500,
Western Digital Blue,,4000,
Corsair Force LE,,240,
Seagate IronWolf Pro,,8000,
Corsair Force MP500,,120,
Intel 545s,,512,
TEAMGROUP L3 EVO,,240,
Gigabyte GP-GSM2NE8256GNTD,,256,
Inland Professional,,1000,
Seagate BarraCuda 120,,250,
Enmotus FuzeDrive,,900,
TEAMGROUP T-Force Cardea II TUF Gaming Alliance,,1000,
Seagate Exos X16,,16000,
Netac NV2000,,256,
TEAMGROUP T-FORCE G70 PRO Graphene,,512,
Klevv CRAS 910 Lite,,500,
Mushkin ELEMENT,182.99,2000,
Seagate SkyHawk AI,299.99,16000,
Western Digital Gold,419.99,20000,
Seagate BarraCuda Pro Compute,28.73,500,
Sabrent Rocket 4.0,99.99,1000,
MSI SPATIUM M470,,2000,
Crucial MX200,397.77,500,
Toshiba N300 Pro,238.44,10000,
Intel DC P3600,489.74,400,
Western Digital Purple,289.98,12000,
Western Digital Black,,8000,
Gigabyte M30,68.88,512,
Seagate Constellation ES.2,,3000,
Western Digital Blue SN500,88.98,250,
Seagate Exos 7E10 512n,197,6000,
Toshiba S300,89.99,1000,
Western Digital Caviar Blue,,160,
Samsung Spinpoint F2 EG,,500,
Seagate Barracuda LP,118.77,2000,
Samsung 840,,120,
Intel 530,199,240,
Crucial MX100,,128,
Seagate Surveillance HDD,,6000,
SanDisk SSD PLUS,,240,
Intel 750,,800,
SanDisk Z400s,,128,
Micron M600,,1000,
Toshiba OCZ TR200,110,480,
Intel Optane 905P,,960,
Silicon Power P34A80,,1000,
Transcend 220S,44.83,256,
KIOXIA EXCERIA,,240,
Netac NV7000,100.99,1000,
Netac NV7000-t,68.98,512,
Seagate SkyHawk Surveillance +Rescue,179.99,8000,
Toshiba N300,189.99,10000,
TEAMGROUP T-Create Classic,,1000,
Seagate Game Drive,107.53,1000,
Seagate FireCuda,89,500,
HP EX950,179.99,2000,
ADATA Falcon,,512,
Transcend 220S,97.16,1000,
Western Digital Black SN750 Rev2,409,2000,
Seagate IronWolf Pro,,2000,
Seagate SV35.5,,2000,
Seagate Constellation ES.3,,2000,
Kingston DC500M,784.47,3840,
GOODRAM PX700,,4096,
Western Digital Caviar Green,,1000,
Western Digital Scorpio Blue,89,80,
Hitachi 7K1000.C,118.18,500,
Samsung 830,,128,
Hitachi Travelstar 5K1000,,1000,
Crucial M500,,120,
Hitachi Ultrastar 7K3000,157.79,3000,
Seagate ST3000DM002,,3000,
SK Hynix SL308,,500,
Kingston SSDNow UV400,,480,
Western Digital Green,,240,
Hitachi Ultrastar He10,,10000,
Seagate ST500VT000,,500,
Seagate Enterprise Capacity,110.35,4000,
TEAMGROUP GX1,73.98,480,
Integral UltimaPro X2,,480,
Apacer AS340 PANTHER,29.44,120,
Seagate FireCuda 510,388.42,2000,
HP S700,42.41,250,
Leven JPS850,,1000,
Western Digital PC SN740 Opal,,512,
Corsair MP600 CORE MINI,79.98,1000,
Intel DC P4510,172.49,2000,
Patriot P400 Lite,233.99,4000,
Seagate IronWolf 525,467.03,2000,
Transcend 250H,433.99,4000,
Western Digital WD_BLACK SN770M,77.98,500,
Western Digital RE,102.95,3000,
Inland Premium,280,4000,
FanXiang S770,289.99,4000,
TEAMGROUP T-Force Cardea Zero Z340,261.99,1000,
Seagate BarraCuda,231.58,3000,
Transcend SSD230S,39.99,256,
TEAMGROUP CX1,31.99,480,
Samsung PM893,187.75,960,
Lexar Professional NM800PRO w/Heatsink,169.99,2000,
Transcend 250S,356.09,4000,
Western Digital Caviar Green,63.44,1000,
Sabrent Rocket,,2000,
Addlink S70,,2000,
Addlink S20,64.98,1000,
Crucial M500,495,960,
Crucial MX300,,525,
Seagate SkyHawk,143,6000,
Sabrent Rocket Q4,,2000,
Toshiba X300 Pro,241.99,10000,
Toshiba N300,318.23,12000,
Seagate BarraCuda,,2000,
Samsung 840,,250,
Hitachi Travelstar 7K1000,,1000,
Seagate Archive,,8000,
Samsung 750 EVO,,120,
Kingston SSDNow KC400,74.98,128,
Western Digital Blue,,500,
Kingston A1000,,480,
Inland 2TB NVME PREMIUM,,2000,
Seagate FireCuda 120,,4000,
Apacer AS340 PANTHER,,480,
Western Digital Black SN750 Rev2,,1000,
Gigabyte GP-GSM2NE3128GNTD,,128,
Western Digital PC SN740 Opal,,256,
Toshiba MG09 512e,299.99,16000,
Timetec 35TTQNM2SATA,62.55,1000,
PNY XLR8 CS3040,329.99,2000,
Lexar NQ100,69,960,
Addlink A93 PS5,248.44,4000,
Silicon Power Slim S55,26.21,240,
Patriot Viper VPN110,177.93,2000,
Addlink S90 Lite,77.44,1000,
Western Digital WDBMMA0030HNC-NRSN,64.98,3000,
ADATA XPG SX8100,499.99,4000,
Lenovo S4520,400.92,960,
Lexar NS100,129.99,2000,
Integral M2,,500,
Intel 320,73,40,
Sabrent Rocket Q4,249.99,2000,
Toshiba S300,97.99,2000,
Fantom Drives VENOM8,299.95,4000,
Transcend MTE245S,109.99,1000,
Western Digital VelociRaptor,235.62,600,
Seagate Pipeline HD,,320,
Western Digital Green,215,6000,
Intel DC S3610,365,800,
Western Digital Purple,249.99,8000,
TEAMGROUP MP33,,128,
Lexar NM760,,512,
Patriot Viper VP4300 Lite,46.99,500,
Gigabyte Gen3 2500E,292.98,2000,
Western Digital RE3,24.99,250,
Kingston SSDNow V100,,256,
Intel 530,86.17,120,
AMD RADEON-R7SSD-120G,,120,
Seagate Barracuda ES,58.4,750,
Seagate SkyHawk,134.99,4000,
Samsung 860 Evo,,2000,
Gigabyte GP-GSM2NE8128GNTD,,128,
ADATA XPG GAMMIX S5,,1000,
Hitachi HDN724040ALE640,109.33,4000,
SanDisk X400,,256,
Kingston UV500,,1920,
Inland Premium,,256,
Corsair MP400,,2000,
Seagate IronWolf Pro 125,,3840,
Kingston DC1000B,77.45,240,
KingSpec NE-2280,,256,
KingSpec P3,,256,
Seagate SkyHawk Surveillance,,4000,
ADATA LEGEND 900,,512,
Transcend SSD230S,171.08,2000,
Acer FA200,,2000,
Silicon Power Slim S55,26.53,240,
Toshiba MQ04ABD200,69.88,2000,
Seagate SkyHawk Surveillance +Rescue,72.98,2000,
Lexar Professional NM800PRO w/Heatsink,64.98,512,
Seagate SkyHawk AI,239.99,10000,
Toshiba MG04ACA400N,114.98,4000,
Western Digital Black2,249.99,1000,
Intel SSDMCEAW120A401,60,120,
Transcend TS120GSSD220S,22.58,120,
PNY XLR8 CS3040,75,500,
Western Digital Red,142.99,1000,
Intel 750,499,400,
Hitachi 0F23663,960,6000,
Seagate SkyHawk Surveillance,297.95,10000,
Seagate FireCuda 120,,1000,
GOODRAM CL100 gen.3,,120,
Timetec 35TTQNM2SATA,38.66,512,
Western Digital Caviar Blue,161.53,1000,
Seagate Barracuda LP,129,1000,
Crucial M4,,128,
Crucial M4,,256,
SanDisk X110,,128,
ADATA Premier Pro SP600,,256,
Kingston SSDNow E100,,400,
Seagate Archive HDD v2,,6000,
Toshiba P300,,2000,
Hitachi Deskstar NAS,,4000,
Inland Professional,,480,
ADATA SU800,,2000,
Silicon Power A80,,256,
Western Digital SN520,,256,
TEAMGROUP T-Force Vulcan,,500,
Kingston KC2000,,1000,
Hitachi Ultrastar,50,1000,
Corsair MP500,,960,
Western Digital Green,,480,
SK Hynix Gold S31 250,,250,
Gigabyte GP-GSM2NE8512GNTD,,512,
Kingston KC2500,,500,
Apacer AS2280Q4,,2000,
Patriot Viper VPN110,,512,
Western Digital easystore,,240,
ADATA LEGEND 700,,256,
Gigabyte AORUS Gen4 5000E,,2000,
Seagate Barracuda PCIe,,1000,
Klevv CRAS 910 Lite,,1000,
PNY CS2142,75.98,1000,
Corsair MP600 MINI,89.99,1000,
Toshiba V300,,1000,
Intel D3-S4510,439.99,3840,
Addlink A95,86.44,1000,
Toshiba N300,199,8000,
TEAMGROUP T-Force Delta Max RGB Lite,48.99,512,
Intel 545s,45.58,256,
TEAMGROUP GX1,28,120,
Western Digital Black SN750 Rev2,74.98,500,
NEMIX RAM NEMESIS,89.99,1000,
Toshiba N300 Pro,208.99,8000,
Toshiba P300,169,3000,
Intel D3-S4510,79,480,
Hitachi A7K1000-750,37.56,750,
Western Digital RE,,4000,
Intel 600p,189,1000,
Micron 1100,279,2000,
Patriot Burst,,960,
Seagate Exos X14,245,10000,
PNY XLR8 CS3040 w/Heatsink,,500,
Seagate IronWolf NAS,229.99,10000,
Toshiba L200,56.98,1000,
Intel Optane DC P4801X,,100,
Intel 520,280.4,120,
Intel DC P3700,348,800,
Western Digital Blue,,1000,
Seagate SkyHawk AI,425.95,14000,
Intenso High Performance,40.47,480,
TEAMGROUP T-Force Cardea Zero Z330,,2000,
Inland TN325,94.99,1000,
Hitachi 7K2000,,2000,
Seagate Barracuda 7200.12,,500,
Samsung 830,,256,
Seagate BarraCuda,,3000,
Samsung 840,,500,
Western Digital Purple,,1000,
Kingston Predator,,480,
Crucial BX200,,240,
Kingston SSDNow UV400,,960,
OCZ RD400A,,1000,
Crucial MX300,,1050,
Corsair Force LE,,120,
Drevo X1,,240,
Toshiba XG5,,512,
Intel 660p,,1000,
Intel 665p,,2000,
Integral M,,512,
Silicon Power A58,,2000,
ADATA ATOM 50,,1000,
TEAMGROUP MP34Q,,8000,
Klevv CRAS C700 RGB,,480,
Toshiba N300 Pro,308.99,16000,
Toshiba XG6,,256,
Lexar NM700,,1000,
Hitachi Ultrastar DC HC530,,14000,
Nextorage NEM-PA,,8000,
Addlink A93 PS5,124.44,2000,
Toshiba X300 Pro,148.99,6000,
Toshiba S300 Pro,139.99,6000,
Seagate SkyHawk AI,183.13,8000,
Addlink S93,248.44,4000,
Toshiba N300,356.44,12000,
Addlink S20,37.44,512,
Seagate IronWolf 525,207.22,1000,
VisionTek mSATA,120.09,480,
Lexar NM500,,256,
Seagate Exos X18,357.97,12000,
Seagate IronWolf Pro,222.11,10000,
Integral M,,128,
Hitachi Deskstar 7K2000,,2000,
Toshiba P300,153.83,6000,
Western Digital SanDisk Extreme,,500,
Apacer AS350 PANTHER,,128,
Patriot Viper VPN110,,1000,
Western Digital AV-GP,49,1500,
Western Digital Caviar Black,120,1500,
Gigabyte AORUS RGB,,256,
Intel DC S3520,317,150,
Western Digital Red Plus,,4000,
Western Digital VelociRaptor,98,600,
Western Digital Caviar Black,,640,
Western Digital WD1001FALS,,500,
Western Digital Scorpio Blue,,500,
Transcend Transcend SLC,,16,
Crucial M4,,64,
Kingston HyperX 3K,,240,
Toshiba MK7559GSXP,62.5,750,
Hitachi 0F14689,,3000,
Seagate STCL2000400,,2000,
Western Digital Red Pro,189.45,4000,
Seagate ST5000DM000,,5000,
Mushkin Reactor,,1000,
Samsung MZVPV128HDGM-00000,,128,
Silicon Power Silm S55,36.69,480,
Toshiba XG3,149.99,512,
Toshiba MD04ACA400,129.99,4000,
Intel 760p,,512,
Hitachi 0F29530,,12000,
Micron 1100,,512,
Kingston UV500B,,480,
HP S600,,120,
ADATA XPG SX6000,,1000,
Intel Optane 905P,,1500,
TCSunBow X3,,1000,
HP EX950,,512,
Toshiba MQ01ABF050M,,500,
Samsung PM883,94.95,480,
Western Digital Purple,303.89,14000,
Seagate FireCuda Compute,,2000,
Western Digital Blue SN550,249.99,2000,
Kingston Q500,319,1920,
Seagate FireCuda 510,199.99,500,
MSI SPATIUM M390,,2000,
Silicon Power UD90,,250,
Western Digital SN530,,256,
GOODRAM IRDM PRO SLIM,,2000,
PNY CS3150 RGB,,2000,
TEAMGROUP MP44S,77.98,1000,
Western Digital WDBMYH0010BNC-NRSN,33.99,1000,
Kingston SSDNow V+,,64,
Sabrent Rocket Q4,219.99,2000,
Mushkin Gamma,315.99,4000,
Seagate IronWolf 125,403.39,2000,
Mushkin ELEMENT,41.49,512,
TEAMGROUP T-FORCE Z44A7,,4000,
Transcend MTS600,34.99,32,
Western Digital Red Plus,72.99,2000,
Addlink S95,139.44,2000,
Inland TN325,52.99,512,
FanXiang S900,179.99,1000,
Western Digital Black,323.26,4000,
Seagate FireCuda,281.27,2000,
Silicon Power P34A80,,2000,
Seagate Exos 7E10 512n,127.35,4000,
TEAMGROUP T-Force Delta Max White RGB Lite,54.99,512,
Toshiba N300,213.19,6000,
Seagate BarraCuda,29,320,
Hitachi Deskstar 7K1000.D,498,500,
Intel 730,449.74,480,
Seagate IronWolf,212,6000,
Seagate Exos 7E8,127.26,2000,
Western Digital Ultrastar,49,240,
Toshiba N300 Pro,254.99,12000,
Toshiba X300,309.99,16000,
Seagate Exos X18,480.33,14000,
Western Digital Scorpio Blue,,320,
Samsung Spinpoint F1 DT,32.99,160,
OCZ Colossus LT,,1000,
Seagate Barracuda ES.2,,1000,
Western Digital Scorpio Blue,,750,
Samsung 830,,512,
OCZ Vertex 4,409.9,256,
Western Digital Caviar Blue,,750,
Hitachi Travelstar,,1000,
Western Digital Black,62,750,
Samsung 840 Evo,,120,
Samsung 840 Evo,,500,
Samsung 840 Pro,,256,
Corsair Force LS,,240,
Crucial M550,,512,
HP 628065-B21,,3000,
Seagate 1200 SSD,3062.5,800,
AMD RADEON-R7SSD-240G,,240,
Samsung Spinpoint M9T,,2000,
Seagate Surveillance HDD,,4000,
Samsung XP941,,512,
Samsung 850 Evo,,120,
Seagate ST3160023AS,,160,
Corsair Force LE,239.99,480,
SanDisk SSD PLUS,,480,
PNY CS1311,,480,
Samsung PM951,,256,
Western Digital Black NVMe,,250,
Toshiba P300,,2000,
Toshiba XG3,,128,
Gigabyte UD PRO 512,,512,
Kingston KC2000,,500,
Seagate IronWolf NAS,,1920,
Silicon Power Ace A56,,1000,
ADATA XPG SX8100,,1000,
PNY XLR8 CS3040,,4000,
Silicon Power A58,,512,
Addlink S70,,256,
Seagate FireCuda 510,60,250,
ADATA Legend 750,,500,
KingSpec NE-2280,,1000,
Silicon Power UD80,,250,
Silicon Power UD80,,1000,
Leven JPS800,,4000,
Integral M2,,1000,
Seagate Barracuda PCIe,,2000,
AGI AI298,,1000,
Fantom Drives VenomX,149.94,2000,
TEAMGROUP MP44S,149.99,2000,
Micron 2400,169.95,2000,
Solidigm P41 Plus,,1000,
Fantom Drives VENOM7,129.94,2000,
Sabrent Rocket 4.0,64.98,512,
Seagate Constellation ES.3,,2000,
Addlink X70,129.44,2000,
Samsung PM893,244.6,1920,
Intel 520,85.49,60,
Transcend 250H,79.45,1000,
Netac NV3000,,2000,
Toshiba X300,299,8000,
Hitachi 0B36040,109.99,4000,
Western Digital Scorpio Blue,,640,
Hitachi Ultrastar C10K900,,600,
Transcend MTS400,33.43,32,
Seagate ST4000NM0034,178,4000,
Crucial BX300,42.99,240,
ADATA XPG GAMMIX S60 Blade,,512,
Samsung Spinpoint MP4,29.99,250,
Seagate ST5000NM0024,,5000,
Intel 540s,129,240,
Seagate ST4000LM016,359.99,4000,
Seagate IronWolf NAS,,2000,
Transcend TS480GSSD220S,52.22,480,
ADATA Ultimate SU650,178.57,960,
Seagate FireCuda 120,,500,
Mushkin ELEMENT,71.75,1000,
Western Digital Caviar Black,,2000,
Seagate BarraCuda,65.9,320,
Western Digital Caviar Green,,2000,
Western Digital RE4,30,500,
Corsair Force GT,,120,
Seagate Barracuda 7200.11,,320,
ADATA XPG SX900,,128,
Samsung Spinpoint F3,,1000,
ADATA Premier Pro SP600,,128,
Hitachi Ultrastar 7K4000,498,2000,
Intel DC S3500,282,480,
Seagate ST2000VN000,219,2000,
Seagate Constellation.2,,1000,
Seagate Constellation ES,48,1000,
Hitachi Travelstar Z5K500,,500,
Crucial M550,,256,
OCZ ARC 100,,240,
Western Digital Purple,153.94,6000,
Dell 342-3520,139,1000,
MyDigitalSSD Super Boot Drive,,8,
Crucial MX200,,250,
Samsung SM951,,512,
SanDisk Z400s,220.77,256,
Hitachi HTS547550A9E384,,500,
Samsung 850 Evo,,1000,
Toshiba VX500,,256,
Western Digital Green,,120,
Seagate IronWolf NAS,,1000,
Western Digital Red,,4000,
Hitachi HUA721010KLA330,,1000,
Seagate SkyHawk,208.95,8000,
ADATA XPG SX6000,,512,
Corsair Neutron NX500,,1600,
ADATA Ultimate SU650,,240,
TEAMGROUP L5 LITE 3D,,240,
Patriot Burst,,480,
Patriot Burst,,120,
Kingston HyperX FURY RGB,,240,
Gigabyte UD PRO 256,,256,
Seagate Nytro Enterprise,,3840,
Lexar NS100,,240,
XPG SX6000 Lite,,256,
Seagate Barracuda Compute,,2000,
Seagate Barracuda Compute,,1000,
Intel 660p,86.99,512,
Silicon Power Ace A56,,512,
Seagate EXOS Enterprise,,6000,
Intel Pro 7600p,,512,
Inland 1TB Performance,,1000,
Micron 5200 Ion,1099,7680,
Seagate IronWolf 510,,240,
PNY CS2130,,500,
Mushkin SOURCE 2,,1000,
Kingston KC600,56.99,512,
Addlink S20,,256,
Kingston DC1000B,103.74,480,
Klevv CRAS C720,,2000,
KingSpec NE-2280,,512,
KingSpec NX-2280,,128,
Seagate IronWolf NAS,,18000,
Western Digital SN520,,128,
Timetec 30TT253X2,,512,
MSI SPATIUM M480 HS,,1000,
Western Digital SN530,,1024,
AITC Kingsman KE680,,2000,
GeIL Zenith P4L,,1000,
Leven JP600,,4000,
Klevv CRAS C930,,2000,
MSI SPATIUM M482,,1000,
Corsair MP600 CORE MINI,174.99,2000,
Intel Optane 905,,480,
Western Digital Purple Pro,304.75,14000,
Western Digital Purple,199.74,8000,
PNY CS3150,169.99,1000,
Intel DC P4510,137,1000,
Toshiba N300,142.54,4000,
Western Digital Purple Surveillance,82.99,3000,
Western Digital WD Green,29.99,240,
Samsung Spinpoint M8,,1000,
Western Digital Purple,65,2000,
Intel X25-M,349.95,120,
Seagate Momentus 7200.4,35,500,
Intel D3-S4510,308.88,1920,
Western Digital Red SA500,69.98,500,
Corsair MP400,290.82,2000,
Seagate Exos X18,397.55,16000,
Timetec 30TTQNS3SATA-2TB,102.99,2000,
AGI AI298,,512,
GameStop 23VG-GSPL-GameStop NVMe SSD-Heatsink-1TB,109.99,1000,
Hitachi Travelstar 5K500.B,69,250,
Kingston SSDNow V300,100.15,120,
Western Digital Green,81,1000,
Western Digital Blue,149.94,500,
Patriot VPN100,,256,
Seagate SkyHawk Surveillance,,3000,
HP Z Turbo Drive G2,481,256,
Acer SA100,,480,
Seagate IronWolf 525,,500,
Seagate IronWolf Pro NAS,399.99,14000,
Transcend 830S,,4000,
Lenovo OPAL2,74.98,512,
Western Digital VelociRaptor,195,150,
Western Digital Caviar Blue,,500,
Western Digital Caviar Green,149.94,1500,
Western Digital AV-GP,28.99,500,
Samsung Spinpoint F3 EG,,1000,
Samsung Spinpoint F1 RAID,,1000,
Western Digital Caviar Blue,,500,
Samsung 470,,256,
Intel 320,144.99,160,
Samsung Spinpoint M,34.95,160,
Samsung 830,,64,
Seagate BarraCuda,,2000,
Intel 313,,20,
ADATA XPG SX900,,256,
Western Digital Scorpio Blue,,500,
Western Digital Raptor,,150,
Seagate 600,135,240,
Samsung 840 Evo,,250,
Toshiba HDD3B03,,2000,
Kingston SSDNow V300,285.62,480,
Hitachi 0F18335,160,6000,
Seagate Barracuda 7200.10,,160,
Transcend MTS600,,512,
SK Hynix SH910A,,128,
MyDigitalSSD Super Boot Drive,,16,
Crucial BX100,,1000,
Samsung Data Center,,960,
Seagate NAS HDD,,4000,
Western Digital Black,290.27,6000,
Zotac ZTSSD-A4P-120G,,120,
Crucial BX200,,480,
Corsair Force LE,,960,
OCZ TRION 150,,240,
SanDisk X400,,1000,
Crucial MX300,,275,
Hitachi Ultrastar 7K4000,,3000,
Hitachi H3IK40003272SW,,4000,
Western Digital Red Pro,466.79,10000,
Western Digital Red Pro,254.45,4000,
ADATA Ultimate SU650,,120,
TEAMGROUP L5 LITE 3D,,1000,
Kingston A1000,,960,
Micron M600,,256,
Seagate Enterprise Capacity,110.28,1000,
Patriot VPN100,,512,
Lexar NS100,,120,
Kingston KC2000,,250,
Mushkin Source,292.39,2000,
Micron 2200,,1000,
Micron 2200,,512,
Seagate Barracuda Compute,,256,
"Intel Intel DC S3510 SSDSC2BB240G6 2.5"" 240GB SATA III MLC Business Solid State Disk",,240,
Seagate FireCuda 510,233.23,500,
Pioneer APS-SE20G-1T,152.16,1000,
ADATA XPG GAMMIX S50,,2000,
Lenovo 4XB0W79580,125.99,256,
Kingston KC600B,72.13,512,
Asura Genesis Xtreme,,256,
Transcend TS8GPSD520,,8,
Seagate BarraCuda Q1,,960,
Apacer AS350 PANTHER,,240,
Sabrent Rocket 4.0,,1000,
Acer SA100,,1920,
KIOXIA EXCERIA PLUS G2,,1000,
TEAMGROUP Cardea Z440 TUF Gaming Alliance,,1000,
Samsung PM893,111.88,480,
Verbatim Vi560,62.8,256,
Western Digital SN520,,256,
Seagate SkyHawk Surveillance,,3000,
Toshiba XG6,,1000,
Western Digital WD Blue,,1000,
Western Digital WD Blue,,2000,
Inland Gaming Performance Plus,,8000,
KIOXIA BG5 SED,,256,
Western Digital PC SN740 Pyrite,,1000,
Acer Predator GM7,,512,
KingSpec XG7000,,512,
FanXiang S900,,2000,
Lexar NQ710,,2000,
Orico Troodon V500,,512,
Acer FA200,,500,
Acer FA200,,4000,
Titanium Micro TH4985,118.99,2000,
Seagate Enterprise Capacity,181.9,8000,
Kingston DC1500M,,7680,
Western Digital PC SN740 Pyrite,,512,
Seagate Constellation ES,44,2000,
Toshiba V300,,500,
Hitachi Ultrastar SN260,309.99,1600,
Western Digital SN530,59.3,512,
Western Digital Purple,99,4000,
Transcend TS240GSSD220S,35.46,240,
Kingston SSDNOW DC500M,149,960,
Toshiba N300,349,16000,
Transcend SSD230S,59.99,512,
Intel 545s,37,128,
Seagate IronWolf Pro NAS,210,6000,
Solidigm P41 Plus,,512,
KingSpec XG7000 PRO,,4000,
Western Digital Caviar Blue,,80,
Hitachi Deskstar 7K3000,,3000,
Intel DC S3700,219,800,
Western Digital SE,176.79,4000,
Western Digital RE,65.19,1000,
Seagate Momentus SpinPoint,,2000,
Seagate ST1000NX0313,65.98,1000,
Apacer AS2280Q4,,1000,
Toshiba X300,284.99,14000,
TEAMGROUP T-Force Cardea Zero Z340,,4000,
Inland Platinum,39.99,512,
MSI SPATIUM M480 HS,,2000,
MSI SPATIUM M480 PLAY,,2000,
Mushkin Source HC,399,4000,
Titanium Micro PD560,39.99,500,
NEMIX RAM NEMESIS,159.88,2000,
Transcend 830S,27.99,128,
Seagate Exos X18,333.95,10000,
Western Digital Scorpio Black,55,250,
Western Digital Scorpio Blue,55,750,
Western Digital AV-GP,,1000,
Hitachi 7K1000.B,,320,
Samsung Spinpoint F2 EG,,1000,
