name,price,capacity,
OCZ Vertex 3.20,,240,
Plextor M5M,,128,
Plextor M5M,,64,
Seagate Constellation ES.2,,3000,
Seagate Constellation ES,,500,
Seagate STBD4000400,,4000,
Seagate Constellation ES.3,183.75,4000,
Seagate Constellation ES.3,,3000,
Seagate Constellation ES.3,,2000,
Seagate Constellation CS ISE,,2000,
Seagate Constellation ES.3,,1000,
Seagate Constellation ES.3,,1000,
Seagate Constellation CS ISE,,1000,
Intel 525,,90,
Corsair Neutron,,64,
Corsair Neutron GTX,,480,
Intel DC S3500,142,160,
Intel 335,,80,
SanDisk Ultra Plus,,64,
Western Digital RE,,2000,
Western Digital AV-25,,500,
Western Digital AV-25,,500,
Western Digital Scorpio Black,,500,
SanDisk Ultra Plus,,64,
Axiom HD250SATA7-AX,,250,
Hitachi 0F14690,,2000,
Hitachi Travelstar,,1000,
Hitachi Ultrastar C10K900,,300,
Seagate Constellation.2,,500,
Toshiba HDKBB097,,750,
Kingston SMS200,,60,
Seagate ST3000VN000,,3000,
Hitachi 5K100,,640,
Hitachi HITACHI-0F12460,,3000,
Intel DC S3500,,600,
Mushkin Chronos,,120,
Seagate 600,,120,
Seagate Constellation Product Series:ES.3,,3000,
Seagate Constellation ES,,500,
Seagate Savvio 10K.5,,600,
Western Digital WDBMYH3200ANC-NRSN,,320,
OCZ Deneva 2 C,,120,
OCZ Deneva 2 C,,240,
OCZ Vertex 450 Series 128,,128,
Corsair Neutron,,512,
Intel DC S3500,,240,
Mushkin Chronos,,360,
Edge Tech Pro,,480,
Edge Tech Boost Pro Slim,,60,
Kingston SSDNow V+200,,240,
Western Digital Blue,91.75,250,
Hitachi 0G02001,,3000,
Lenovo 0C19494,,300,
Lenovo 0C19495,,500,
Toshiba MQ01ABC150,,1500,
Toshiba P000539200,,640,
Toshiba WD6400BPVT,,640,
Toshiba AL13SE,,300,
Toshiba AL13SE,,900,
Toshiba AL13SE,,600,
Toshiba MBF230LRC,,300,
Toshiba MG03SCA,46.2,1000,
Toshiba MG03SCA,,2000,
Toshiba MG03SCA,,3000,
OCZ Deneva 2,,60,
Seagate Constellation ES,99.99,1000,
Seagate Constellation ES,,2000,
Seagate Constellation ES,,2000,
Seagate Constellation ES,,1000,
Seagate Constellation ES,,2000,
Seagate Constellation ES.2,,2000,
Seagate Constellation ES.2,,2000,
Seagate Constellation ES.2,,2000,
Seagate Constellation ES.2,125,3000,
Seagate Constellation ES,120.13,500,
Seagate Constellation ES,,500,
Seagate Constellation.2,,1000,
Seagate Constellation.2,,1000,
Seagate Constellation,,500,
Seagate Constellation.2,,500,
Transcend 720 mSATA,,128,
Seagate Barracuda ES.2,,500,
Western Digital Black,,160,
Western Digital WD3200BPVT/BVVT/BEVT,,320,
Kingston KC300,,120,
Kingston KC300,199.99,240,
Kingston KC300,309.99,480,
Kingston KC300,,60,
Samsung 840,,120,
Seagate ST320LT030,,320,
Seagate Constellation Product Series:ES.3,175,4000,
Western Digital WDBMYH5000ANC-NRSN,69.11,500,
OCZ Deneva 2 C,,480,
OCZ Talos 2,,960,
OCZ Vector 150,,480,
OCZ Vertex 450,,128,
OCZ Vertex 450,,256,
PLDS M5M,,128,
PLDS M5M,,256,
PLDS M5M,,64,
Kingston SSDNow V+200,,240,
Mushkin Atlas Deluxe,,480,
VisionTek Data Fusion 2-way,,480,
VisionTek Data Fusion 2-way,,960,
Crucial M500,487.77,480,
Hitachi Travelstar Z5K500,,320,
Hitachi Travelstar,,500,
IBM 43X0805,199,300,
Toshiba MG03SCA400,,4000,
Kingston SSDNow KC300,,120,
Kingston SSDNow KC300,120.52,180,
Kingston SSDNow KC300,,480,
Kingston SSDNow V300,,480,
Kingston SSDNow V300,,480,
Mushkin Scorpion PCIe,,240,
Mushkin Scorpion PCIe,,960,
PNY Prevail,,120,
Samsung 840 Evo,,120,
Samsung 840 Evo,,250,
SanDisk Extreme II,,480,
Toshiba Q Series Pro,,512,
Transcend SSD340,,128,
Transcend SSD340,,64,
VisionTek mSATA,,120,
VisionTek GoDrive,,120,
VisionTek GoDrive,,240,
VisionTek GoDrive,,60,
Intel 710,,300,
OCZ Talos 2 C,,480,
OCZ Talos 2 C,,960,
OCZ Talos 2 R,,400,
OCZ Z-Drive R4 CM84,,1200,
OCZ Z-Drive R4 CM88,,1600,
Hitachi 0S03355,,4000,
Hitachi Deskstar NAS,,3000,
Seagate 600 Pro,,120,
Seagate 600 Pro,,400,
Toshiba MQ01ABD100H,,1000,
HP HP mSATA,,256,
OCZ Vertex 460,,240,
OCZ Vertex 460,,480,
SanDisk X110,,32,
SanDisk ReadyCache,,32,
Seagate Pulsar.2,,800,
Axiom HD32072S-AX,,320,
IBM 90Y8572,403.92,2000,
Mushkin ProSpec,,120,
Mushkin ProSpec,,240,
Mushkin ProSpec,,480,
Crucial M550,377.77,128,
Crucial M550,,512,
SanDisk X110,,32,
SanDisk X110,,64,
SanDisk X110,,128,
ADATA Premier Pro SP920,,256,
Crucial M550,,256,
Seagate Pulsar.2,,200,
SanDisk X210,,512,
Axiom 0A89470-AX,,500,
Axiom 0A89478-AX,,3000,
V7 Elite,,128,
Hitachi 0J23353,,320,
Samsung 840 EVO,,250,
Plextor M6S,,512,
Kingston SSDNow E5,,480,
Plextor M6M PX-128M6M,,128,
Plextor M6M PX-256M6M,,256,
Plextor M6M PX-64M6M,,64,
Samsung SM843T Data Center,,240,
Samsung SM843T Data Center,,480,
SanDisk X110 SD6SF1M-256G-1022I,,256,
Plextor M6e,,128,
ADATA S510,,240,
Corsair Force LX,,128,
Kingston SSDNow mS200,,240,
Kingston SSDNow mS200,,480,
OCZ Talos 2 C,,240,
Seagate 1200 SSD,225,200,
Seagate 1200 SSD,,200,
Seagate ST3000VX002,,3000,
Seagate STBD6000100,,6000,
Micron Enterprise,,100,
ADATA Premier Pro SP310,,32,
ADATA Premier Pro SP310,,64,
ADATA Premier SP610,,1000,
Intel 530,,80,
Intel 530,,180,
Intel 530,,80,
PNY Prevail,,120,
OCZ RevoDrive 350,,960,
OCZ RevoDrive 350,,480,
OCZ RevoDrive 350,,240,
ADATA Premier SP610,,256,
ADATA Premier Pro SP310,,128,
Transcend SSD370,,64,
Transcend MTS400,,64,
Transcend MTS600,,64,
Hitachi He6,,6000,
SanDisk X300S,,64,
Intel Pro 2500,,120,
Axiom Signature III,,60,
Axiom Mac Signature III,,60,
Axiom Mac Signature III,,120,
Intel 530,,180,
Transcend MTS800,,128,
Transcend MTS800,139.94,256,
ADATA SP900 M.2,,256,
ADATA SP900 M.2,,512,
Hitachi Travelstar Z5K500,,500,
Lenovo ThinkPad,,500,
Seagate ST320LM010,75.22,320,
Seagate Savvio 15K.3,121.45,300,
Toshiba MK1661GSYN,,160,
Toshiba MQ01ABD075 dup,,750,
Toshiba PH2050U-1SHD,,500,
Western Digital Xe,,900,
Hitachi Ultrastar C10K900,,600,
Hitachi Ultrastar C10K900,,900,
Seagate ST2000NM0054,125,2000,
Hitachi 0S03364,,4000,
Axiom Mac Signature III,,240,
Axiom Mac Signature III,,480,
Axiom Mac Signature III,,60,
Axiom AXI-SSD25M3400B,,400,
Axiom Signature III,,120,
Axiom Signature III,,480,
Intel Pro 2500,,480,
Plextor M6 PRO,,128,
Plextor M6 PRO,,256,
Plextor M6 PRO,,512,
PNY Prevail,,240,
Apotop MASS3C256GBR,,256,
Mushkin Atlas,,480,
Mushkin Chronos,,120,
Mushkin Chronos,,240,
Mushkin Chronos,,480,
Mushkin Chronos,,60,
Patriot PP240Patriot Pyro M3GSM3SSDR,,240,
VisionTek 900610,,60,
Transcend TS1TSSD370,,1000,
Hitachi Ultrastar 7K4000,,3000,
Hitachi Ultrastar He8,,8000,
Hitachi Deskstar NAS,,6000,
Hitachi He6,,6000,
Western Digital Purple,,5000,
G.Skill Phoenix Blade,,480,
Silicon Power S70,,240,
Hitachi Deskstar NAS,,4000,
Hitachi He6,,6000,
HP 653950-001,,146,
Seagate ST1000LM028,,1000,
Axiom SSD25A37240-AX,,240,
Edge Tech Boost Pro Slim,,480,
Intel 730,,240,
Intel DC P3600,459.74,400,
Intel 530,,180,
Kingston SSD Now mS200,,30,
OCZ VTX460A-25SAT3-120G,,120,
Patriot Pyro M3,,120,
Samsung Data Center,,960,
SanDisk X300S,,64,
Silicon Power Slim S80,,240,
Silicon Power Slim S80,,480,
TEAMGROUP Dark L3,,60,
Transcend TS128GMSA370,,128,
VisionTek DLX,,60,
VisionTek DLX,,120,
VisionTek DLX,,240,
MyDigitalSSD Super Boot Drive,,32,
MyDigitalSSD Super Boot Drive,,64,
MyDigitalSSD Super Boot Drive,,128,
MyDigitalSSD Super Boot Eco,,64,
MyDigitalSSD Super Boot Eco,,128,
MyDigitalSSD Super Cache 2,,64,
MyDigitalSSD Super Cache 2,,128,
MyDigitalSSD Bullet Proof 4,,30,
MyDigitalSSD Bullet Proof 4,,60,
MyDigitalSSD Bullet Proof 4,,120,
MyDigitalSSD Bullet Proof 4,,240,
MyDigitalSSD Bullet Proof 4 Eco,,128,
MyDigitalSSD Bullet Proof 4 Eco,,256,
MyDigitalSSD Super Cache 2,,64,
MyDigitalSSD Super Cache 2,,128,
MyDigitalSSD Super Boot Drive,,32,
MyDigitalSSD Super Boot Drive,,64,
MyDigitalSSD Super Boot Drive,,128,
MyDigitalSSD Super Boot Drive,,256,
MyDigitalSSD Super Cache 2,,24,
MyDigitalSSD Super Cache 2,,32,
MyDigitalSSD Super Cache 2,,64,
MyDigitalSSD Super Cache 2,,128,
MyDigitalSSD Bullet Proof 4 Eco,,120,
MyDigitalSSD PATA MAX,,32,
MyDigitalSSD PATA MAX,,64,
MyDigitalSSD PATA MAX,,128,
Hitachi Deskstar,,3000,
Seagate ST2000NM0034,,2000,
Seagate ST2000NX0273,245,2000,
Seagate Enterprise NAS,,2000,
Seagate Enterprise NAS,,3000,
Seagate SV35,,3000,
Seagate SV35,,3000,
Seagate Enterprise NAS,,4000,
Seagate Enterprise NAS,,5000,
Seagate ST6000NM0104,178,6000,
VisionTek Go Drive,332.29,1000,
Corsair Neutron XT,,480,
Western Digital Black,,250,
Western Digital Scorpio Black,,320,
Western Digital Black,67.89,320,
Crucial MX200,327.77,250,
Crucial MX200,377.97,500,
HP 718171-B21,,120,
Intel SSDMCEAC060B3,,60,
Mushkin MKNP44SC480GB-DX,,480,
OCZ D2CSTK251M3T-0480,,480,
OCZ Vertex 460A,,240,
Patriot Blaze,,480,
Patriot Ignite,,960,
Samsung Data Center,,480,
Seagate ST373454LC-RF,,73.4,
Silicon Power Slim S80,,960,
Toshiba MD03ACA-V,,2000,
Toshiba MD03ACA-V,,3000,
Toshiba MD03ACA-V,,4000,
Transcend TS512GMSA370,314.36,512,
Transcend TS64GMSA370,,64,
VisionTek Go Drive,351.75,480,
Kingston SMS200S3/120G,,120,
Intel DC S3710,214.45,200,
Intel DC S3610,,200,
Intel DC S3610,,480,
Mushkin Chronos,,480,
Mushkin ECO2,,240,
Hitachi Ultrastar C7K1000,,1000,
Hitachi Ultrastar 7K6000,,2000,
Hitachi Ultrastar He8,,8000,
Hitachi Ultrastar He8,,8000,
Hitachi Ultrastar He8,,8000,
Hitachi Ultrastar 7K6000,,6000,
Samsung 850 Evo,,1000,
Mushkin ECO2,,480,
Mushkin Striker,,240,
Mushkin Striker,,480,
PNY CS2111,,240,
PNY CS2111,,480,
Samsung 850 Evo,,120,
Samsung 850 Evo,,250,
Mushkin ECO2,,120,
Mushkin ECO2,,60,
Seagate ST1000NX0333,100.53,1000,
OWC Mercury Electra,,120,
ADATA Premier Pro SP920,,512,
Hitachi Ultrastar C15K600,,600,
Hitachi Ultrastar 7K6000,,2000,
Hitachi Ultrastar He6,,6000,
Micron M600,,128,
Micron M600,,256,
Micron M600,,512,
OCZ Vector 180,,120,
OCZ Vector 180,,480,
Seagate ST4000NM0054,,4000,
ADATA Premier Pro SP920,,1000,
Corsair Force LS,,480,
Corsair Force LS,,960,
Intel 535,,480,
Kingston SSDNow KC310,,960,
OCZ D2CSTK251M3T-0120,,128,
Edge Tech PE233846,,480,
Hitachi Ultrastar He8,,8000,
Seagate ST2000NX0343,369.95,2000,
Intel 535,306.1,240,
PNY CL4111,,240,
PNY CL4111,,480,
Seagate ST2000NM0014,,2000,
Kingston SHSS3B7A/120G Bundle,,120,
Kingston SHSS3B7A/240G Bundle,,240,
Kingston SHSS3B7A/480G Bundle,,480,
Intel 535,,120,
Intel 535,,180,
Intel 535,299,360,
OCZ Radeon R7,,120,
OCZ Radeon R7,,240,
OCZ Radeon R7,,480,
PNY Optima,,120,
Kingston HyperX 3K,,240,
Toshiba MK1661GSYB,,160,
Hitachi Ultrastar 7K6000,,4000,
Seagate ST1000NX0363,,1000,
Seagate ST1000NX0373,71.23,1000,
Seagate ST2000NX0323,,2000,
Seagate Enterprise NAS,,3000,
Hitachi Ultrastar 7K6000,,2000,
Hitachi Ultrastar He8,,6000,
Hitachi Ultrastar 7K6000,,2000,
Corsair Neutron XT,,240,
Toshiba PH3600U-1I72,,6000,
Hitachi Ultrastar SSD800MM,,400,
Intel SSDSC2BB080G601,,80,
Intel SSDSC2BB120G601,,120,
Intel SSDSC2BW480H6R5,,480,
Intel SSDSCKJW180H601,,180,
Mushkin Atlas Vital,,120,
Mushkin Atlas Vital,104.83,250,
Patriot Ignite,,240,
PNY SSD7CS2111-960-RB,,960,
Silicon Power SSD Slim S60 Upgrade Kit,,120,
Silicon Power SSD Slim S60 Upgrade Kit,,240,
Silicon Power S60,,480,
VisionTek 900623-BUNDLE,,120,
Hitachi Travelstar Z5K320,,250,
Hitachi Ultrastar C10K900,,450,
ADATA Premier SP600NS34,,128,
ADATA XPG SX930,229.27,120,
ADATA XPG SX930,,240,
ADATA XPG SX930,,480,
G.Skill Phoenix FTL,,240,
Intel 535,,360,
Mushkin Atlas Vital,,500,
Patriot Blast,,960,
Samsung SM951,,128,
SanDisk Ultra II,,128,
SanDisk Ultra II,,512,
TEAMGROUP Dark L3,,240,
TEAMGROUP Ultra L5,,120,
TEAMGROUP Ultra L5,,240,
Transcend TS512GSSD370S,219.99,512,
SanDisk Z400s,,32,
Seagate ST1200MM0158,,1200,
Hitachi Ultrastar C10K1800,,600,
Intel 730,,240,
Toshiba Q300 Pro,,128,
Seagate Enterprise NAS,,2000,
Eluktro Pro-X Performance,,128,
Mushkin Atlas,,120,
Mushkin ECO2,,512,
Mushkin Atlas,,60,
Toshiba Q300 Pro,,512,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
Hitachi Ultrastar Archive Ha10,,10000,
OCZ Trion 100,,240,
Toshiba L200,,500,
Toshiba L200,,1000,
Seagate Enterprise NAS,379,6000,
Seagate ST6000VN0021,,6000,
Hitachi HDS723020ALA640,,2000,
Hitachi Ultrastar He8,,8000,
Seagate Momentus 5400.3,,40,
Kingston FURY,,240,
PNY CS2211,,960,
OCZ TRION 150,,120,
OCZ Vector 180,,480,
Patriot PBT120GS25SSDR,,120,
Intel 750,,1200,
SanDisk X400,,1000,
MyDigitalSSD BP5e Slim 7,,128,
MyDigitalSSD BP5e Slim 7,,240,
MyDigitalSSD BP5e Slim 7,,1000,
Mushkin ECO3,,120,
Mushkin ECO3,,240,
Intel 540s,,1000,
Intel 540s,,120,
Intel 540s,,180,
Intel 540s,,240,
Intel 540s,,360,
Intel 540s,,480,
Zotac T500,,120,
Silicon Power S70,,480,
Intel 540s,,120,
Intel 540s,,180,
Intel 540s,239.99,360,
Patriot Torch LE,,960,
Patriot Torch LE,,480,
Patriot Torch LE,,240,
Patriot Torch LE,,120,
Plextor M7V,,256,
Plextor M7V,,512,
OCZ RD400,,128,
MyDigitalSSD BP5e Slim 7,,480,
Intel 540s,159.99,180,
Intel 750,475,1200,
Intel 750,265,400,
Intel 750,359.97,800,
Plextor M6V,,512,
Plextor M6V,,256,
Plextor M6V,,128,
MyDigitalSSD 80mm BP5e,,240,
MyDigitalSSD 80mm BP5e,,480,
Corsair Neutron XTi,,240,
Avexir E100,,480,
Hitachi LYSB00TQ7YJ4G-ELECTRNCS,,2000,
Samsung SM961,,128,
Plextor M8Pe,,128,
Plextor M8Pe,,128,
Plextor M8Pe,,256,
Plextor M8Pe,,512,
Plextor M8Pe,,512,
Plextor M7V,,128,
Plextor M7V,,512,
Mushkin TRIACTOR,,500,
Kingston Predator,,960,
Toshiba VX500,,128,
Toshiba VX500,,512,
MyDigitalSSD BPX,,128,
Intel Pro 5400s,170.05,120,
Micron M600,,128,
Hitachi Deskstar NAS,,8000,
ADATA XPG SX8000,,512,
ADATA SU900,,256,
ADATA SU900,,512,
Patriot TORCH,,60,
Toshiba N300,,8000,
Intel Pro 6000p,,1000,
Hyundai Technology Cobalt,,120,
Hyundai Technology Cobalt,,240,
Hyundai Technology Sapphire,,960,
Drevo ES,,128,
Drevo ES,,256,
TEAMGROUP L3 EVO,,480,
Seagate Enterprise NAS,,8000,
Seagate Barracuda ES,45,250,
Mushkin Triactor 3D,,1000,
Patriot Spark,,256,
Patriot Spark,,512,
Silicon Power SU256GBSS3A55S25AE,,256,
ADATA XPG SX950,,240,
ADATA XPG SX950,,480,
ADATA XPG SX7000,,512,
PNY CS2030,,480,
Addlink ad512GBS10S3,,512,
Western Digital Purple,220.3,8000,
Hitachi Ultrastar,,900,
Hitachi HGST Ultrastar C10K1800 HUC101830CSS200 (0B28810) 300GB 10520 RPM,,300,
Hitachi Ultrastar,,2000,
Hitachi Ultrastar,225,6000,
Hitachi Ultrastar,,4000,
Hitachi Ultrastar,,2000,
Hitachi 0F22941,175,4000,
Hitachi Ultrastar,,2000,
Hitachi 0F23006,,4000,
Hitachi 0F23090,,4000,
Hitachi Ultrastar He8,952.56,6000,
Hitachi Ultrastar He8,360.5,6000,
Hitachi Ultra,,8000,
Hitachi 0F27406,129,8000,
Hitachi Ultrastar He10,,8000,
Avexir S100,,120,
Avexir S100,,240,
Avexir S100,,480,
Avexir S100,,120,
Avexir S100,,240,
Avexir S100,,480,
Avexir S100,,120,
Avexir S100,,240,
Avexir S100,,480,
Avexir S100,,120,
Avexir S100,,240,
Avexir S100,,480,
Avexir S100,,120,
Avexir S100,,240,
Avexir S100,,480,
Corsair Force LE,,120,
Intel 540 Series,,120,
Plextor M9Pe,,512,
Plextor M9Pe,,256,
Plextor M9Pe,,1000,
Mushkin Source,,250,
TEAMGROUP P30,,480,
Toshiba Q300,,960,
TEAMGROUP T-Force Delta RGB,,1000,
Toshiba P300,,3000,
VisionTek PRO,131.54,500,
VisionTek PRO,228.49,1000,
VisionTek PRO,,120,
VisionTek PRO,,250,
TEAMGROUP L5 LITE,,60,
Toshiba RC100,,240,
Drevo X1 Pro,,1000,
Drevo X1 Pro,,128,
Mushkin PILOT,,120,
ADATA XPG SX850,,256,
ADATA XPG SX850,,512,
MyDigitalSSD BPX Pro,,1920,
MyDigitalSSD BPX Pro,,960,
MyDigitalSSD BPX Pro,,480,
MyDigitalSSD BPX Pro,,240,
Toshiba N300,,4000,
Toshiba N300,,8000,
TEAMGROUP T-Force Delta Phantom Gaming RGB,,500,
Seagate Enterprise Capacity,,2000,
Seagate Enterprise Performance,93.99,300,
Seagate Enterprise Capacity,,8000,
Seagate Enterprise Capacity,,2000,
Western Digital AV,27,320,
Seagate Enterprise Capacity,,6000,
Seagate Enterprise Capacity,160,4000,
Seagate Enterprise Capacity,,8000,
Seagate Enterprise Capacity,199,6000,
Seagate Nytro Enterprise,,1920,
Seagate Nytro Enterprise,,240,
Seagate Nytro Enterprise,,480,
Seagate Barracuda Compute,,1000,
Seagate Nytro Enterprise,,480,
Seagate Nytro Enterprise,,1920,
Seagate 1200.2,,3200,
Seagate 1200.2,,800,
Seagate Nytro Enterprise,,1600,
Seagate Nytro Enterprise,,400,
Seagate Nytro Enterprise,,800,
Seagate Enterprise Performance,125,600,
TEAMGROUP MS30,,128,
Plextor S2G,,512,
Plextor M8VG,,512,
TEAMGROUP T-Force Cardea,,1000,
TEAMGROUP T-Force Cardea Liquid,,512,
Seagate Enterprise Capacity,,8000,
Seagate Enterprise Capacity,,10000,
Seagate Enterprise Capacity,,8000,
Seagate Enterprise Capacity,,8000,
Toshiba S300,,5000,
Toshiba HDEPR11GEA51,,4000,
SanDisk CloudSpeed Eco Gen. II,,1920,
Toshiba HDEPR13GEA51,,2000,
Toshiba HDETR11,,4000,
Seagate SkyHawk AI,,4000,
Toshiba HDETS10,,6000,
Toshiba MG05ACA800E,364.08,8000,
Mushkin RAW,,240,
Mushkin RAW,,960,
Mushkin RAW,,480,
TEAMGROUP T-Force Delta Max RGB,,500,
VisionTek PRO2,,500,
VisionTek PRO,,120,
VisionTek 900831,,500,
VisionTek PRO,,480,
VisionTek 900990,,120,
Seagate IronWolf NAS,,480,
Seagate IronWolf NAS,,960,
Seagate Nytro Enterprise,,960,
Seagate Nytro Enterprise,,960,
Seagate Nytro Enterprise,,1920,
VisionTek 900912,,512,
Intel DC S4500,,240,
Intel DC S4500,,480,
Intel DC S3520,,960,
Intel DC S3610,,1600,
Hitachi Ultrastar,,6000,
Seagate Enterprise Capacity,,8000,
HP Z Turbo Drive PCIe,,256,
Kingston SSDNOW DC500M,,1920,
Kingston SSDNOW DC500R,199.99,1920,
Kingston SSDNOW DC500R,,3840,
Intel DC P4101,,512,
Intel 5450s,,256,
Intel 320,,80,
Intel D3-S4510,,240,
Intel D3-S4510,,960,
Intel D3-S4510,,480,
Intel DC S3500,,160,
HP 1FU88AA#ABA,,512,
Intel DC P4101,,1024,
Intel DC S3110,,512,
Intel DC S3610,,480,
Kingston DC500R,,960,
PNY XLR8 CS2311,,2000,
PNY XLR8 CS2311,,250,
PNY XLR8 CS2311,,1000,
V7 S6000,,1000,
V7 S6000,,250,
Hitachi Travelstar Z5K500,,500,
SanDisk CloudSpeed Ultra Gen. II,,400,
Intel PRO 5450S,,512,
Intel DC S3110,,1024,
SanDisk CloudSpeed Eco Gen. II,,960,
Seagate ST500LM033,,500,
Intel SSDSC2BA400G4P,,400,
Intel DC S4600,,240,
Intel DC S4500,,240,
Silicon Power A55,,64,
Kingston DC450R,,1920,
Kingston DC450R,,3840,
Kingston DC450R,136.44,480,
V7 S6000,,1000,
V7 S6000,,500,
Biostar M700,,1000,
Patriot VPR100 RGB,,256,
Integral UltimaPro X2,,1920,
Timetec MTFDDAV480MBF,,480,
Hitachi Ultrastar DC SA620,,1600,
Lenovo 5300,,480,
Lenovo 5300,,480,
VisionTek PRO,,500,
VisionTek PRO HXS,,120,
VisionTek PRO HXS,,512,
VisionTek PRO XMN,93.99,500,
VisionTek PRO XPN,126.82,2000,
VisionTek PRO XPN,205.15,1000,
VisionTek PRO XPN,108.99,512,
VisionTek PRO HXS,,250,
VisionTek PRO HXS,89.99,500,
VisionTek PRO XMN,52.67,250,
VisionTek PRO ECS,347.34,2000,
VisionTek PRO ECS,,500,
VisionTek PRO ECS,,250,
VisionTek PRO ECS,,1000,
Seagate IronWolf 510,,1920,
Centon MP Essential,,120,
Centon MP Essential,96.87,480,
Centon MP Essential,,512,
TEAMGROUP T-Force Cardea Zero Z340,,256,
Angelbird WRK XT,,1000,
Angelbird WRK XT,,2000,
Angelbird WRK XT,,4000,
Angelbird ED381,,480,
Angelbird ED381,,960,
Angelbird ED381,,1920,
Angelbird ED381,,3840,
Angelbird ED381,,7680,
Angelbird AV PRO MK3,,500,
Angelbird AV PRO MK3,399,1000,
Angelbird AV PRO XT,429.99,500,
Angelbird AV PRO XT,,1000,
Angelbird AV PRO XT,,2000,
Biostar M500,,512,
Synology SAT5200,,480,
Synology SAT5200,,960,
Synology SAT5200,,1920,
TEAMGROUP Cardea II,,256,
TEAMGROUP Cardea II,,512,
TEAMGROUP Cardea II,,1000,
Silicon Power UD70,,2000,
Silicon Power UD70,,1000,
Apacer AS2280P4,,240,
Apacer AST280,,120,
Apacer AST280,,480,
Apacer AST220,,120,
Apacer AST220,,240,
Apacer AS350 PANTHER,,120,
Apacer AS510S ProII,,256,
Apacer AS510S ProII,,480,
Apacer PPSS25,,128,
Apacer PPSS25,,256,
Apacer PPSS25,,512,
Apacer PPSS25,,2000,
Apacer PPSS80,,128,
Apacer PPSS80,,256,
Apacer PPSS80,,512,
Apacer PP3480,,128,
Apacer PP3480,,256,
Apacer PP3480,,1000,
Apacer PP3480,,2000,
Mushkin Helix-LT,,500,
Mushkin ALPHA,,4000,
Silicon Power A58,,128,
Silicon Power XD80,,256,
Mushkin Gamma,,1000,
Toshiba MG08,395,14000,
Seagate IronWolf NAS,,4000,
Mushkin SOURCE 2,,128,
Mushkin SOURCE 2,,240,
Mushkin SOURCE 2 LT,,240,
Mushkin SOURCE 2 LT,,250,
Mushkin SOURCE 2 LT,,256,
Mushkin SOURCE 2,,512,
Mushkin SOURCE 2,,960,
Mushkin SOURCE 2 DELUXE,,2000,
Toshiba N300,,6000,
Addlink A92,,4000,
Addlink A92,,2000,
Addlink A92,,1000,
Addlink A90,,2000,
Addlink S92,,4000,
Addlink X70,,512,
Addlink S72,,2000,
Western Digital PC SN730,,1000,
VisionTek PRO,49.99,250,
Toshiba P300,,6000,
Toshiba P300,,4000,
Seagate Exos 7E10 4Kn,,2000,
Seagate Exos 7E10 4Kn,,4000,
Seagate Exos 7E10 4Kn,,6000,
Seagate Exos 7E10 4Kn,,10000,
Seagate IronWolf Pro 125,,480,
ADATA ATOM 40,,2000,
Kingston DC1000B,,960,
Kingston DC1000M,,7680,
Kingston DC1000M,,1920,
Kingston DC1000M,,3840,
Kingston DC1500M,,1920,
Kingston DC1500M,,3840,
Patriot P200,,2000,
Seagate Exos 7E8 4Kn,,2000,
Seagate Exos 7E8 4Kn,,8000,
Seagate Exos 7E8 512n,,1000,
Seagate Exos 7E8 512n,,3000,
Seagate Exos 7E8 512n,,4000,
Seagate Exos 7E8 512n,,4000,
Seagate Exos 7E8 512e,,8000,
Seagate Exos X18,,18000,
TEAMGROUP MP34Q,,2000,
Western Digital Ultrastar DC HC550,,18000,
Western Digital Ultrastar DC HC550,,18000,
Western Digital Ultrastar DC HC550,,16000,
Leven JP600,,128,
TEAMGROUP T-Force Delta R RGB,,500,
TEAMGROUP T-Force Delta R RGB,,500,
TEAMGROUP T-Force Delta S RGB,,500,
TEAMGROUP T-Force Delta S RGB,,1000,
TEAMGROUP T-Force Delta S RGB,,1000,
TEAMGROUP T-Force Cardea IOPS,,1000,
TEAMGROUP T-Force Cardea Ceramic C440,,2000,
TEAMGROUP T-Force Cardea Zero,,480,
TEAMGROUP T-Force Delta S TUF Gaming RGB,,500,
Klevv CRAS C920,,1000,
Klevv NEO N400,,256,
Klevv NEO N400,,512,
Klevv NEO N510+,,120,
Klevv NEO N510+,,240,
Klevv NEO N510+,,960,
Klevv CRAS C700,,240,
Klevv CRAS C700,,480,
Klevv CRAS C700,,960,
Klevv NEO N500,,120,
Klevv NEO N500,,240,
Klevv NEO N600,,120,
Klevv NEO N600,,240,
Klevv NEO N600,,120,
Klevv NEO N600,,240,
Klevv NEO N600,,480,
Klevv URBANE,,240,
Klevv URBANE,,480,
Klevv URBANE,,960,
Klevv URBANE U610,,240,
TEAMGROUP CX1,,960,
Patriot Viper Gaming VP4100,,500,
Toshiba N300,259,6000,
Toshiba N300,,14000,
Toshiba N300,,14000,
Toshiba N300,,14000,
Toshiba S300,,5000,
Timetec 35TTM8SSATA,,128,
Toshiba MQ01ABD032V,,320,
Toshiba MQ01ABD025V,,250,
ADATA ISSS333-064GD,,64,
ADATA ISSS333-001TD,,1000,
